CaseID,ActivityID,CompleteTimestamp
Case No. 17,1,2018/05/03 19:22:16
Case No. 17,1,2018/05/03 20:10:14
Case No. 17,1,2018/05/03 20:26:27
Case No. 17,1,2018/05/03 21:44:11
Case No. 17,1,2018/05/03 22:50:49
Case No. 18,0,2018/05/02 11:26:57
Case No. 18,1,2018/05/02 12:21:39
Case No. 18,2,2018/05/02 12:37:23
Case No. 18,5,2018/05/02 13:28:45
Case No. 18,1,2018/05/02 14:42:02
Case No. 18,1,2018/05/02 14:58:18
Case No. 18,1,2018/05/02 15:02:40
Case No. 19,0,2018/05/04 00:24:26
Case No. 19,1,2018/05/04 01:05:16
Case No. 19,1,2018/05/04 02:11:56
Case No. 19,1,2018/05/04 02:33:48
Case No. 19,1,2018/05/04 02:34:48
Case No. 19,1,2018/05/04 02:53:06
Case No. 20,0,2018/05/04 03:55:58
Case No. 20,1,2018/05/04 04:18:46
Case No. 20,1,2018/05/04 04:21:43
Case No. 20,1,2018/05/04 04:22:41
Case No. 20,1,2018/05/04 05:10:52
Case No. 20,1,2018/05/04 05:33:11
Case No. 21,0,2018/05/04 07:23:50
Case No. 21,1,2018/05/04 08:11:52
Case No. 21,1,2018/05/04 09:04:07
Case No. 21,1,2018/05/04 09:38:16
Case No. 21,1,2018/05/04 09:51:48
Case No. 21,1,2018/05/04 09:54:16
Case No. 22,0,2018/05/02 15:22:29
Case No. 22,1,2018/05/02 16:07:40
Case No. 22,2,2018/05/02 16:08:40
Case No. 22,5,2018/05/02 16:34:13
Case No. 22,1,2018/05/02 16:52:18
Case No. 22,1,2018/05/02 17:14:43
Case No. 22,1,2018/05/02 18:45:05
Case No. 23,0,2018/05/04 11:03:57
Case No. 23,1,2018/05/04 11:21:32
Case No. 23,1,2018/05/04 11:29:29
Case No. 23,1,2018/05/04 11:57:28
Case No. 23,1,2018/05/04 13:28:40
Case No. 23,1,2018/05/04 13:54:58
Case No. 24,0,2018/05/04 15:49:17
Case No. 24,1,2018/05/04 16:21:38
Case No. 24,1,2018/05/04 16:58:37
Case No. 24,1,2018/05/04 17:11:17
Case No. 24,1,2018/05/04 17:38:14
Case No. 24,1,2018/05/04 18:54:20
Case No. 25,0,2018/05/04 19:41:55
Case No. 25,1,2018/05/04 21:13:22
Case No. 25,1,2018/05/04 21:13:24
Case No. 25,1,2018/05/04 21:33:05
Case No. 25,1,2018/05/04 22:20:55
Case No. 25,1,2018/05/04 22:40:33
Case No. 26,0,2018/05/02 19:57:51
Case No. 26,1,2018/05/02 20:23:33
Case No. 26,2,2018/05/02 21:11:48
Case No. 26,5,2018/05/02 21:19:33
Case No. 26,1,2018/05/02 22:07:38
Case No. 26,1,2018/05/02 22:10:06
Case No. 26,1,2018/05/02 22:35:13
Case No. 27,0,2018/05/04 23:18:57
Case No. 27,1,2018/05/05 00:04:56
Case No. 27,1,2018/05/05 00:26:44
Case No. 27,1,2018/05/05 00:34:15
Case No. 27,1,2018/05/05 01:53:40
Case No. 27,1,2018/05/05 02:15:24
Case No. 28,0,2018/05/05 03:07:30
Case No. 28,1,2018/05/05 03:10:45
Case No. 28,1,2018/05/05 03:37:37
Case No. 28,1,2018/05/05 04:46:56
Case No. 28,1,2018/05/05 06:40:34
Case No. 28,1,2018/05/05 06:49:18
Case No. 29,0,2018/05/05 07:17:59
Case No. 29,1,2018/05/05 08:17:57
Case No. 29,1,2018/05/05 08:29:16
Case No. 29,1,2018/05/05 09:25:57
Case No. 29,1,2018/05/05 09:42:11
Case No. 29,1,2018/05/05 10:45:11
Case No. 30,0,2018/05/02 23:09:37
Case No. 30,1,2018/05/03 00:36:44
Case No. 30,2,2018/05/03 00:40:40
Case No. 30,5,2018/05/03 01:25:44
Case No. 30,1,2018/05/03 01:39:28
Case No. 30,1,2018/05/03 01:47:30
Case No. 30,1,2018/05/03 02:31:43
Case No. 31,0,2018/05/05 11:24:14
Case No. 31,1,2018/05/05 11:26:40
Case No. 31,1,2018/05/05 12:29:08
Case No. 31,1,2018/05/05 12:36:48
Case No. 31,1,2018/05/05 14:06:23
Case No. 31,1,2018/05/05 14:42:08
Case No. 32,0,2018/05/05 15:40:41
Case No. 32,1,2018/05/05 16:29:39
Case No. 32,1,2018/05/05 17:50:45
Case No. 32,1,2018/05/05 18:30:42
Case No. 32,1,2018/05/05 18:54:29
Case No. 32,1,2018/05/05 19:00:32
Case No. 33,0,2018/05/05 19:27:54
Case No. 33,1,2018/05/05 19:53:29
Case No. 33,1,2018/05/05 20:36:25
Case No. 33,1,2018/05/05 21:20:23
Case No. 33,1,2018/05/05 21:53:36
Case No. 33,1,2018/05/05 22:23:37
Case No. 34,0,2018/05/03 04:04:51
Case No. 34,1,2018/05/03 04:18:43
Case No. 34,2,2018/05/03 04:39:43
Case No. 34,5,2018/05/03 04:50:10
Case No. 34,1,2018/05/03 05:27:02
Case No. 34,1,2018/05/03 06:16:05
Case No. 34,1,2018/05/03 06:40:34
Case No. 35,0,2018/05/05 23:13:14
Case No. 35,1,2018/05/05 23:29:12
Case No. 35,1,2018/05/05 23:59:44
Case No. 35,1,2018/05/06 00:27:10
Case No. 35,1,2018/05/06 00:51:59
Case No. 35,1,2018/05/06 01:42:35
Case No. 36,0,2018/05/06 03:59:26
Case No. 36,1,2018/05/06 05:11:19
Case No. 36,1,2018/05/06 05:13:23
Case No. 36,1,2018/05/06 05:38:45
Case No. 36,1,2018/05/06 06:02:28
Case No. 36,1,2018/05/06 06:37:07
Case No. 37,0,2018/05/06 08:32:23
Case No. 37,1,2018/05/06 09:03:05
Case No. 37,1,2018/05/06 09:19:14
Case No. 37,1,2018/05/06 09:51:00
Case No. 37,1,2018/05/06 10:26:02
Case No. 37,1,2018/05/06 10:31:29
Case No. 38,0,2018/05/03 07:17:34
Case No. 38,1,2018/05/03 07:18:05
Case No. 38,2,2018/05/03 07:20:21
Case No. 38,5,2018/05/03 09:18:23
Case No. 38,1,2018/05/03 10:06:37
Case No. 38,1,2018/05/03 10:27:23
Case No. 38,1,2018/05/03 10:48:23
Case No. 39,0,2018/05/06 11:40:20
Case No. 39,1,2018/05/06 11:48:19
Case No. 39,1,2018/05/06 12:03:50
Case No. 39,1,2018/05/06 12:25:12
Case No. 39,1,2018/05/06 14:14:27
Case No. 39,1,2018/05/06 14:22:02
Case No. 40,0,2018/05/06 16:11:52
Case No. 40,1,2018/05/06 16:22:31
Case No. 40,1,2018/05/06 17:09:58
Case No. 40,1,2018/05/06 17:56:05
Case No. 40,1,2018/05/06 18:36:54
Case No. 40,1,2018/05/06 18:54:41
Case No. 41,0,2018/05/06 19:43:00
Case No. 41,1,2018/05/06 19:49:47
Case No. 41,1,2018/05/06 19:54:57
Case No. 41,1,2018/05/06 21:57:33
Case No. 41,1,2018/05/06 22:29:30
Case No. 41,1,2018/05/06 22:32:10
Case No. 42,0,2018/05/03 11:07:38
Case No. 42,1,2018/05/03 11:37:13
Case No. 42,2,2018/05/03 11:52:34
Case No. 42,5,2018/05/03 12:27:49
Case No. 42,1,2018/05/03 12:55:26
Case No. 42,1,2018/05/03 13:47:13
Case No. 42,1,2018/05/03 14:53:07
Case No. 43,0,2018/05/06 23:12:09
Case No. 43,1,2018/05/07 00:02:02
Case No. 43,1,2018/05/07 00:15:00
Case No. 43,1,2018/05/07 00:51:20
Case No. 43,1,2018/05/07 00:51:30
Case No. 43,1,2018/05/07 02:05:46
Case No. 44,0,2018/05/07 03:23:40
Case No. 44,1,2018/05/07 03:29:30
Case No. 44,1,2018/05/07 03:49:12
Case No. 44,1,2018/05/07 04:12:22
Case No. 44,1,2018/05/07 05:51:09
Case No. 44,1,2018/05/07 06:41:32
Case No. 45,0,2018/05/07 07:04:52
Case No. 45,1,2018/05/07 07:18:41
Case No. 45,1,2018/05/07 08:48:45
Case No. 45,1,2018/05/07 09:19:11
Case No. 45,1,2018/05/07 10:10:05
Case No. 45,1,2018/05/07 10:22:48
Case No. 46,0,2018/05/03 15:30:42
Case No. 46,1,2018/05/03 16:16:57
Case No. 46,2,2018/05/03 16:17:11
Case No. 46,5,2018/05/03 16:35:01
Case No. 46,1,2018/05/03 18:15:53
Case No. 46,1,2018/05/03 18:17:42
Case No. 46,1,2018/05/03 18:19:36
Case No. 47,0,2018/05/07 12:51:58
Case No. 47,1,2018/05/07 13:03:23
Case No. 47,1,2018/05/07 13:07:50
Case No. 47,1,2018/05/07 13:27:25
Case No. 47,1,2018/05/07 14:50:16
Case No. 47,1,2018/05/07 14:54:04
Case No. 48,0,2018/05/07 15:45:34
Case No. 48,1,2018/05/07 16:08:28
Case No. 48,1,2018/05/07 16:14:12
Case No. 48,1,2018/05/07 16:46:02
Case No. 48,1,2018/05/07 17:13:02
Case No. 48,1,2018/05/07 17:43:08
Case No. 49,0,2018/05/07 20:02:54
Case No. 49,1,2018/05/07 20:49:37
Case No. 49,1,2018/05/07 21:23:23
Case No. 49,1,2018/05/07 21:37:26
Case No. 49,1,2018/05/07 21:43:03
Case No. 49,1,2018/05/07 22:47:25
Case No. 50,0,2018/05/03 19:44:01
Case No. 50,1,2018/05/03 20:50:42
Case No. 50,2,2018/05/03 21:30:13
Case No. 50,5,2018/05/03 21:58:39
Case No. 50,1,2018/05/03 21:59:57
Case No. 50,1,2018/05/03 22:26:12
Case No. 50,1,2018/05/03 22:45:58
Case No. 51,0,2018/05/07 23:15:15
Case No. 51,1,2018/05/08 00:27:26
Case No. 51,1,2018/05/08 01:07:14
Case No. 51,1,2018/05/08 01:12:26
Case No. 51,1,2018/05/08 02:44:50
Case No. 51,1,2018/05/08 02:58:13
Case No. 52,0,2018/05/08 03:08:21
Case No. 52,1,2018/05/08 03:37:40
Case No. 52,1,2018/05/08 03:42:15
Case No. 52,1,2018/05/08 03:46:13
Case No. 52,1,2018/05/08 06:49:09
Case No. 52,1,2018/05/08 06:57:44
Case No. 53,0,2018/05/08 08:05:37
Case No. 53,1,2018/05/08 08:57:06
Case No. 53,1,2018/05/08 09:18:36
Case No. 53,1,2018/05/08 09:55:16
Case No. 53,1,2018/05/08 10:13:33
Case No. 53,1,2018/05/08 10:59:54
Case No. 54,0,2018/05/03 23:35:02
Case No. 54,1,2018/05/04 01:26:06
Case No. 54,2,2018/05/04 01:27:35
Case No. 54,5,2018/05/04 01:36:51
Case No. 54,1,2018/05/04 02:02:54
Case No. 54,1,2018/05/04 02:27:13
Case No. 54,1,2018/05/04 02:29:09
Case No. 55,0,2018/05/08 12:25:49
Case No. 55,1,2018/05/08 13:04:11
Case No. 55,1,2018/05/08 13:25:05
Case No. 55,1,2018/05/08 13:52:39
Case No. 55,1,2018/05/08 14:13:15
Case No. 55,1,2018/05/08 14:53:38
Case No. 56,0,2018/05/08 15:17:05
Case No. 56,1,2018/05/08 16:38:44
Case No. 56,1,2018/05/08 16:58:23
Case No. 56,1,2018/05/08 17:32:07
Case No. 56,1,2018/05/08 18:12:27
Case No. 56,1,2018/05/08 18:42:56
Case No. 57,0,2018/05/08 19:34:23
Case No. 57,1,2018/05/08 20:32:10
Case No. 57,1,2018/05/08 21:50:49
Case No. 57,1,2018/05/08 22:22:09
Case No. 57,1,2018/05/08 22:38:21
Case No. 57,1,2018/05/08 22:55:10
Case No. 58,0,2018/05/04 03:23:21
Case No. 58,1,2018/05/04 04:23:02
Case No. 58,2,2018/05/04 04:51:12
Case No. 58,5,2018/05/04 05:16:52
Case No. 58,1,2018/05/04 05:52:52
Case No. 58,1,2018/05/04 05:59:17
Case No. 58,1,2018/05/04 06:46:23
Case No. 59,0,2018/05/09 00:19:49
Case No. 59,1,2018/05/09 00:33:20
Case No. 59,1,2018/05/09 00:43:45
Case No. 59,1,2018/05/09 01:35:35
Case No. 59,1,2018/05/09 02:40:46
Case No. 59,1,2018/05/09 02:57:08
Case No. 60,0,2018/05/09 03:08:10
Case No. 60,1,2018/05/09 04:18:03
Case No. 60,1,2018/05/09 04:49:24
Case No. 60,1,2018/05/09 04:53:38
Case No. 60,1,2018/05/09 05:20:38
Case No. 60,1,2018/05/09 06:48:26
Case No. 61,0,2018/05/09 07:21:00
Case No. 61,1,2018/05/09 07:28:23
Case No. 61,1,2018/05/09 10:24:15
Case No. 61,1,2018/05/09 10:30:41
Case No. 61,1,2018/05/09 10:46:12
Case No. 61,1,2018/05/09 10:49:37
Case No. 62,0,2018/05/04 07:17:48
Case No. 62,1,2018/05/04 07:24:34
Case No. 62,2,2018/05/04 07:28:36
Case No. 62,5,2018/05/04 08:12:42
Case No. 62,1,2018/05/04 09:09:47
Case No. 62,1,2018/05/04 10:37:50
Case No. 62,1,2018/05/04 10:42:59
Case No. 63,0,2018/05/09 11:51:52
Case No. 63,1,2018/05/09 12:15:07
Case No. 63,1,2018/05/09 12:30:32
Case No. 63,1,2018/05/09 13:04:04
Case No. 63,1,2018/05/09 13:40:45
Case No. 63,1,2018/05/09 14:09:46
Case No. 64,0,2018/05/09 15:45:42
Case No. 64,1,2018/05/09 16:14:12
Case No. 64,1,2018/05/09 16:17:07
Case No. 64,1,2018/05/09 16:55:01
Case No. 64,1,2018/05/09 17:58:15
Case No. 64,1,2018/05/09 18:08:12
Case No. 65,0,2018/05/09 19:37:17
Case No. 65,1,2018/05/09 19:48:41
Case No. 65,1,2018/05/09 19:50:05
Case No. 65,1,2018/05/09 20:14:31
Case No. 65,1,2018/05/09 20:18:11
Case No. 65,1,2018/05/09 21:15:44
Case No. 66,0,2018/05/04 11:07:09
Case No. 66,1,2018/05/04 11:19:00
Case No. 66,2,2018/05/04 11:39:17
Case No. 66,5,2018/05/04 11:52:00
Case No. 66,1,2018/05/04 12:24:57
Case No. 66,1,2018/05/04 13:06:58
Case No. 66,1,2018/05/04 15:03:18
Case No. 67,0,2018/05/09 23:14:08
Case No. 67,1,2018/05/09 23:34:50
Case No. 67,1,2018/05/10 00:05:37
Case No. 67,1,2018/05/10 01:11:00
Case No. 67,1,2018/05/10 01:15:59
Case No. 67,1,2018/05/10 02:38:36
Case No. 68,0,2018/05/10 03:03:26
Case No. 68,1,2018/05/10 03:47:35
Case No. 68,1,2018/05/10 05:17:38
Case No. 68,1,2018/05/10 05:40:23
Case No. 68,1,2018/05/10 05:53:50
Case No. 68,1,2018/05/10 06:08:02
Case No. 69,0,2018/05/10 08:10:12
Case No. 69,1,2018/05/10 08:31:01
Case No. 69,1,2018/05/10 09:01:35
Case No. 69,1,2018/05/10 10:07:02
Case No. 69,1,2018/05/10 10:12:42
Case No. 69,1,2018/05/10 10:21:50
Case No. 70,0,2018/05/04 15:52:57
Case No. 70,1,2018/05/04 16:13:02
Case No. 70,2,2018/05/04 16:44:28
Case No. 70,5,2018/05/04 17:15:11
Case No. 70,1,2018/05/04 17:18:08
Case No. 70,1,2018/05/04 17:26:58
Case No. 70,1,2018/05/04 17:34:08
Case No. 71,0,2018/05/10 11:11:34
Case No. 71,1,2018/05/10 11:39:33
Case No. 71,1,2018/05/10 13:45:53
Case No. 71,1,2018/05/10 13:48:42
Case No. 71,1,2018/05/10 14:33:21
Case No. 71,1,2018/05/10 14:56:15
Case No. 72,0,2018/05/10 16:18:26
Case No. 72,1,2018/05/10 17:23:35
Case No. 72,1,2018/05/10 17:48:43
Case No. 72,1,2018/05/10 17:49:23
Case No. 72,1,2018/05/10 18:39:17
Case No. 72,1,2018/05/10 18:40:14
Case No. 73,0,2018/05/10 20:40:00
Case No. 73,1,2018/05/10 20:54:10
Case No. 73,1,2018/05/10 21:31:17
Case No. 73,1,2018/05/10 21:44:54
Case No. 73,1,2018/05/10 21:45:02
Case No. 73,1,2018/05/10 22:32:33
Case No. 74,0,2018/05/04 19:36:43
Case No. 74,1,2018/05/04 19:56:25
Case No. 74,2,2018/05/04 20:18:01
Case No. 74,5,2018/05/04 20:28:05
Case No. 74,1,2018/05/04 21:08:34
Case No. 74,1,2018/05/04 22:16:22
Case No. 74,1,2018/05/04 22:35:07
Case No. 75,0,2018/05/10 23:15:09
Case No. 75,1,2018/05/10 23:36:45
Case No. 75,1,2018/05/10 23:50:09
Case No. 75,1,2018/05/11 01:33:24
Case No. 75,1,2018/05/11 02:09:47
Case No. 75,1,2018/05/11 02:51:47
Case No. 76,0,2018/05/11 03:15:59
Case No. 76,1,2018/05/11 03:21:32
Case No. 76,1,2018/05/11 03:47:20
Case No. 76,1,2018/05/11 04:03:46
Case No. 76,1,2018/05/11 05:40:44
Case No. 76,1,2018/05/11 06:08:57
Case No. 77,0,2018/05/11 07:23:36
Case No. 77,1,2018/05/11 08:16:24
Case No. 77,1,2018/05/11 08:46:25
Case No. 77,1,2018/05/11 09:04:03
Case No. 77,1,2018/05/11 10:07:45
Case No. 77,1,2018/05/11 10:27:08
Case No. 78,0,2018/05/04 23:08:04
Case No. 78,1,2018/05/04 23:32:44
Case No. 78,2,2018/05/05 00:18:46
Case No. 78,5,2018/05/05 01:20:34
Case No. 78,1,2018/05/05 01:25:06
Case No. 78,1,2018/05/05 01:51:49
Case No. 78,1,2018/05/05 01:58:21
Case No. 79,0,2018/05/11 11:20:29
Case No. 79,1,2018/05/11 11:56:08
Case No. 79,1,2018/05/11 13:00:29
Case No. 79,1,2018/05/11 13:30:55
Case No. 79,1,2018/05/11 13:43:39
Case No. 79,1,2018/05/11 14:36:44
Case No. 80,0,2018/05/11 16:26:57
Case No. 80,1,2018/05/11 16:42:48
Case No. 80,1,2018/05/11 16:53:46
Case No. 80,1,2018/05/11 17:59:07
Case No. 80,1,2018/05/11 18:03:45
Case No. 80,1,2018/05/11 18:15:15
Case No. 81,0,2018/05/11 19:07:16
Case No. 81,1,2018/05/11 19:42:38
Case No. 81,1,2018/05/11 20:16:35
Case No. 81,1,2018/05/11 21:17:10
Case No. 81,1,2018/05/11 21:57:09
Case No. 81,1,2018/05/11 22:58:14
Case No. 82,0,2018/05/05 03:35:23
Case No. 82,1,2018/05/05 05:27:59
Case No. 82,2,2018/05/05 05:50:47
Case No. 82,5,2018/05/05 06:24:40
Case No. 82,1,2018/05/05 06:35:36
Case No. 82,1,2018/05/05 06:48:09
Case No. 82,1,2018/05/05 06:57:37
Case No. 83,0,2018/05/11 23:51:41
Case No. 83,1,2018/05/12 00:26:18
Case No. 83,1,2018/05/12 00:46:00
Case No. 83,1,2018/05/12 02:20:03
Case No. 83,1,2018/05/12 02:36:33
Case No. 83,1,2018/05/12 02:45:16
Case No. 84,0,2018/05/12 03:28:28
Case No. 84,1,2018/05/12 04:37:16
Case No. 84,1,2018/05/12 04:55:20
Case No. 84,1,2018/05/12 05:33:00
Case No. 84,1,2018/05/12 05:50:57
Case No. 84,1,2018/05/12 06:16:42
Case No. 85,0,2018/05/12 07:38:43
Case No. 85,1,2018/05/12 08:20:49
Case No. 85,1,2018/05/12 08:21:32
Case No. 85,1,2018/05/12 09:56:28
Case No. 85,1,2018/05/12 10:04:29
Case No. 85,1,2018/05/12 10:21:47
Case No. 86,0,2018/05/05 07:11:57
Case No. 86,1,2018/05/05 07:35:07
Case No. 86,2,2018/05/05 08:04:51
Case No. 86,5,2018/05/05 08:16:03
Case No. 86,1,2018/05/05 09:12:09
Case No. 86,1,2018/05/05 10:11:16
Case No. 86,1,2018/05/05 10:52:39
Case No. 87,0,2018/05/12 11:18:31
Case No. 87,1,2018/05/12 11:20:54
Case No. 87,1,2018/05/12 12:05:20
Case No. 87,1,2018/05/12 13:23:12
Case No. 87,1,2018/05/12 13:29:26
Case No. 87,1,2018/05/12 14:28:27
Case No. 88,0,2018/05/12 15:25:16
Case No. 88,1,2018/05/12 15:51:56
Case No. 88,1,2018/05/12 15:58:52
Case No. 88,1,2018/05/12 16:29:00
Case No. 88,1,2018/05/12 16:37:33
Case No. 88,1,2018/05/12 18:04:58
Case No. 89,0,2018/05/12 19:12:43
Case No. 89,1,2018/05/12 20:22:03
Case No. 89,1,2018/05/12 20:22:08
Case No. 89,1,2018/05/12 21:25:02
Case No. 89,1,2018/05/12 22:17:59
Case No. 89,1,2018/05/12 22:33:26
Case No. 90,0,2018/05/05 11:37:46
Case No. 90,1,2018/05/05 11:58:53
Case No. 90,2,2018/05/05 12:49:53
Case No. 90,5,2018/05/05 13:05:40
Case No. 90,1,2018/05/05 13:50:04
Case No. 90,1,2018/05/05 14:24:51
Case No. 90,1,2018/05/05 14:35:14
Case No. 91,0,2018/05/12 23:27:26
Case No. 91,1,2018/05/13 00:42:50
Case No. 91,1,2018/05/13 00:56:25
Case No. 91,1,2018/05/13 01:16:30
Case No. 91,1,2018/05/13 02:17:19
Case No. 91,1,2018/05/13 02:49:46
Case No. 92,0,2018/05/13 03:43:15
Case No. 92,1,2018/05/13 03:55:10
Case No. 92,1,2018/05/13 04:15:09
Case No. 92,1,2018/05/13 04:17:30
Case No. 92,1,2018/05/13 05:09:29
Case No. 92,1,2018/05/13 06:05:11
Case No. 93,0,2018/05/13 07:13:32
Case No. 93,1,2018/05/13 07:44:08
Case No. 93,1,2018/05/13 08:13:05
Case No. 93,1,2018/05/13 09:49:39
Case No. 93,1,2018/05/13 10:11:56
Case No. 93,1,2018/05/13 10:18:42
Case No. 94,0,2018/05/05 15:22:55
Case No. 94,1,2018/05/05 15:52:00
Case No. 94,2,2018/05/05 16:32:16
Case No. 94,5,2018/05/05 18:07:01
Case No. 94,1,2018/05/05 18:29:04
Case No. 94,1,2018/05/05 18:43:44
Case No. 94,1,2018/05/05 18:54:48
Case No. 95,0,2018/05/13 11:26:34
Case No. 95,1,2018/05/13 11:36:55
Case No. 95,1,2018/05/13 11:52:57
Case No. 95,1,2018/05/13 12:01:57
Case No. 95,1,2018/05/13 12:27:45
Case No. 95,1,2018/05/13 13:54:57
Case No. 96,0,2018/05/13 16:56:46
Case No. 96,1,2018/05/13 17:02:58
Case No. 96,1,2018/05/13 17:20:11
Case No. 96,1,2018/05/13 17:31:39
Case No. 96,1,2018/05/13 18:16:44
Case No. 96,1,2018/05/13 18:28:37
Case No. 97,0,2018/05/13 19:32:52
Case No. 97,1,2018/05/13 20:51:37
Case No. 97,1,2018/05/13 20:55:48
Case No. 97,1,2018/05/13 21:31:45
Case No. 97,1,2018/05/13 21:49:29
Case No. 97,1,2018/05/13 22:16:56
Case No. 98,0,2018/05/05 19:20:16
Case No. 98,1,2018/05/05 19:59:39
Case No. 98,2,2018/05/05 20:09:38
Case No. 98,5,2018/05/05 20:37:23
Case No. 98,1,2018/05/05 20:42:30
Case No. 98,1,2018/05/05 21:16:54
Case No. 98,1,2018/05/05 21:47:41
Case No. 99,0,2018/05/13 23:08:46
Case No. 99,1,2018/05/13 23:29:10
Case No. 99,1,2018/05/13 23:52:36
Case No. 99,1,2018/05/14 00:13:51
Case No. 99,1,2018/05/14 02:02:17
Case No. 99,1,2018/05/14 02:22:53
Case No. 100,0,2018/05/14 05:29:35
Case No. 100,1,2018/05/14 05:47:46
Case No. 100,1,2018/05/14 06:16:08
Case No. 100,1,2018/05/14 06:20:09
Case No. 100,1,2018/05/14 06:20:48
Case No. 100,1,2018/05/14 06:32:43
Case No. 101,0,2018/05/14 07:15:47
Case No. 101,1,2018/05/14 08:18:36
Case No. 101,1,2018/05/14 08:57:25
Case No. 101,1,2018/05/14 09:00:03
Case No. 101,1,2018/05/14 09:17:09
Case No. 101,1,2018/05/14 09:35:36
Case No. 102,0,2018/05/05 23:23:24
Case No. 102,1,2018/05/05 23:55:52
