case,event,startTime,completeTime,Resource
Case No. 7,DoSomethingElse,2018/04/19 23:20:16.494,2018/04/19 23:20:16.494,R4
Case No. 7,CollectTickets,2018/04/19 23:21:14.494,2018/04/19 23:21:14.494,R4
Case No. 7,ArchiveDocuments,2018/04/19 23:28:31.494,2018/04/19 23:28:31.494,R4
Case No. 7,DoSomethingElse,2018/04/19 23:34:48.494,2018/04/19 23:34:48.494,R3
Case No. 8,ApplyForTrip,2018/04/19 20:10:12.339,2018/04/19 20:10:12.339,R4
Case No. 8,ApproveApplication,2018/04/19 20:17:19.339,2018/04/19 20:17:19.339,R4
Case No. 8,BookTransport,2018/04/19 20:21:40.339,2018/04/19 20:21:40.339,R2
Case No. 8,DoSomething,2018/04/19 20:27:23.339,2018/04/19 20:27:23.339,R1
Case No. 8,DoSomething,2018/04/19 21:09:48.339,2018/04/19 21:09:48.339,R4
Case No. 8,UseTransport,2018/04/19 21:11:38.339,2018/04/19 21:11:38.339,R4
Case No. 8,DoSomething,2018/04/19 21:14:46.339,2018/04/19 21:14:46.339,R4
Case No. 8,DoSomethingElse,2018/04/19 21:22:52.339,2018/04/19 21:22:52.339,R4
Case No. 8,DoSomethingElse,2018/04/19 21:44:30.339,2018/04/19 21:44:30.339,R4
Case No. 8,BookAccomodation,2018/04/19 22:12:07.339,2018/04/19 22:12:07.339,R4
Case No. 8,BookAccomodation,2018/04/19 22:23:48.339,2018/04/19 22:23:48.339,R4
Case No. 8,CollectTickets,2018/04/19 23:00:56.339,2018/04/19 23:00:56.339,R4
Case No. 8,CollectTickets,2018/04/19 23:12:34.339,2018/04/19 23:12:34.339,R4
Case No. 8,CollectTickets,2018/04/19 23:20:21.339,2018/04/19 23:20:21.339,R4
Case No. 8,ArchiveDocuments,2018/04/19 23:24:43.339,2018/04/19 23:24:43.339,R4
Case No. 9,ApplyForTrip,2018/04/20 07:39:32.360,2018/04/20 07:39:32.360,R4
Case No. 9,ApproveApplication,2018/04/20 08:19:39.360,2018/04/20 08:19:39.360,R4
Case No. 9,BookAccomodation,2018/04/20 08:24:48.360,2018/04/20 08:24:48.360,R4
Case No. 9,BookTransport,2018/04/20 08:39:15.360,2018/04/20 08:39:15.360,R4
Case No. 9,CollectTickets,2018/04/20 08:39:24.360,2018/04/20 08:39:24.360,R4
Case No. 9,BookAccomodation,2018/04/20 08:58:24.360,2018/04/20 08:58:24.360,R4
Case No. 9,DoSomethingElse,2018/04/20 09:13:30.360,2018/04/20 09:13:30.360,R4
Case No. 9,CollectTickets,2018/04/20 09:14:26.360,2018/04/20 09:14:26.360,R4
Case No. 9,ArchiveDocuments,2018/04/20 09:15:39.360,2018/04/20 09:15:39.360,R4
Case No. 9,DoSomething,2018/04/20 09:22:13.360,2018/04/20 09:22:13.360,R4
Case No. 9,DoSomething,2018/04/20 09:26:04.360,2018/04/20 09:26:04.360,R3
Case No. 9,UseTransport,2018/04/20 09:48:07.360,2018/04/20 09:48:07.360,R4
Case No. 9,DoSomething,2018/04/20 09:58:48.360,2018/04/20 09:58:48.360,R4
Case No. 9,BookTransport,2018/04/20 10:10:06.360,2018/04/20 10:10:06.360,R2
Case No. 9,DoSomething,2018/04/20 10:37:45.360,2018/04/20 10:37:45.360,R3
Case No. 10,ApplyForTrip,2018/04/20 11:43:42.360,2018/04/20 11:43:42.360,R4
Case No. 10,ApproveApplication,2018/04/20 11:48:46.360,2018/04/20 11:48:46.360,R4
Case No. 10,BookTransport,2018/04/20 12:08:28.360,2018/04/20 12:08:28.360,R2
Case No. 10,BookAccomodation,2018/04/20 12:13:54.360,2018/04/20 12:13:54.360,R4
Case No. 10,CollectTickets,2018/04/20 12:26:01.360,2018/04/20 12:26:01.360,R4
Case No. 10,DoSomething,2018/04/20 12:47:38.360,2018/04/20 12:47:38.360,R3
Case No. 10,CollectTickets,2018/04/20 13:37:39.360,2018/04/20 13:37:39.360,R4
Case No. 10,ArchiveDocuments,2018/04/20 13:59:05.360,2018/04/20 13:59:05.360,R4
Case No. 10,DoSomething,2018/04/20 14:01:08.360,2018/04/20 14:01:08.360,R3
Case No. 10,UseTransport,2018/04/20 14:18:07.360,2018/04/20 14:18:07.360,R4
Case No. 10,DoSomething,2018/04/20 14:32:24.360,2018/04/20 14:32:24.360,R4
Case No. 10,DoSomething,2018/04/20 14:45:44.360,2018/04/20 14:45:44.360,R4
Case No. 10,DoSomethingElse,2018/04/20 15:11:57.360,2018/04/20 15:11:57.360,R4
Case No. 10,DoSomethingElse,2018/04/20 15:22:07.360,2018/04/20 15:22:07.360,R4
Case No. 10,BookTransport,2018/04/20 15:38:25.360,2018/04/20 15:38:25.360,R4
Case No. 11,ApplyForTrip,2018/04/20 15:44:18.360,2018/04/20 15:44:18.360,R4
Case No. 11,DoSomethingElse,2018/04/20 15:47:45.360,2018/04/20 15:47:45.360,R4
Case No. 11,ApproveApplication,2018/04/20 16:21:50.360,2018/04/20 16:21:50.360,R4
Case No. 11,BookTransport,2018/04/20 16:25:55.360,2018/04/20 16:25:55.360,R2
Case No. 11,BookAccomodation,2018/04/20 16:27:44.360,2018/04/20 16:27:44.360,R4
Case No. 11,CollectTickets,2018/04/20 16:33:06.360,2018/04/20 16:33:06.360,R4
Case No. 11,CollectTickets,2018/04/20 17:00:10.360,2018/04/20 17:00:10.360,R4
Case No. 11,ArchiveDocuments,2018/04/20 17:03:29.360,2018/04/20 17:03:29.360,R4
Case No. 11,DoSomething,2018/04/20 18:09:46.360,2018/04/20 18:09:46.360,R3
Case No. 11,BookAccomodation,2018/04/20 18:15:26.360,2018/04/20 18:15:26.360,R2
Case No. 11,DoSomething,2018/04/20 18:49:39.360,2018/04/20 18:49:39.360,R4
Case No. 11,UseTransport,2018/04/20 18:52:24.360,2018/04/20 18:52:24.360,R4
Case No. 11,DoSomething,2018/04/20 18:55:34.360,2018/04/20 18:55:34.360,R4
Case No. 11,DoSomething,2018/04/20 19:13:29.360,2018/04/20 19:13:29.360,R4
Case No. 11,BookTransport,2018/04/20 19:20:52.360,2018/04/20 19:20:52.360,R4
Case No. 12,ApplyForTrip,2018/04/19 23:57:22.494,2018/04/19 23:57:22.494,R4
Case No. 12,DoSomethingElse,2018/04/20 00:03:18.494,2018/04/20 00:03:18.494,R4
Case No. 12,ApproveApplication,2018/04/20 00:24:48.494,2018/04/20 00:24:48.494,R4
Case No. 12,BookAccomodation,2018/04/20 00:44:24.494,2018/04/20 00:44:24.494,R1
Case No. 12,BookTransport,2018/04/20 00:45:14.494,2018/04/20 00:45:14.494,R4
Case No. 12,CollectTickets,2018/04/20 00:47:19.494,2018/04/20 00:47:19.494,R4
Case No. 12,ArchiveDocuments,2018/04/20 00:56:48.494,2018/04/20 00:56:48.494,R4
Case No. 12,DoSomethingElse,2018/04/20 01:06:18.494,2018/04/20 01:06:18.494,R4
Case No. 12,UseTransport,2018/04/20 01:13:42.494,2018/04/20 01:13:42.494,R3
Case No. 12,DoSomething,2018/04/20 01:28:32.494,2018/04/20 01:28:32.494,R4
Case No. 12,BookTransport,2018/04/20 01:33:41.494,2018/04/20 01:33:41.494,R2
Case No. 12,BookAccomodation,2018/04/20 02:25:10.494,2018/04/20 02:25:10.494,R4
Case No. 12,DoSomethingElse,2018/04/20 02:49:03.494,2018/04/20 02:49:03.494,R4
Case No. 12,UseTransport,2018/04/20 02:54:48.494,2018/04/20 02:54:48.494,R4
Case No. 12,DoSomething,2018/04/20 03:11:04.494,2018/04/20 03:11:04.494,R2
Case No. 13,ApplyForTrip,2018/04/19 23:41:32.339,2018/04/19 23:41:32.339,R4
Case No. 13,DoSomethingElse,2018/04/19 23:47:53.339,2018/04/19 23:47:53.339,R4
Case No. 13,DoSomethingElse,2018/04/20 00:02:04.339,2018/04/20 00:02:04.339,R4
Case No. 13,DoSomethingElse,2018/04/20 00:14:41.339,2018/04/20 00:14:41.339,R3
Case No. 13,DoSomething,2018/04/20 00:20:36.339,2018/04/20 00:20:36.339,R4
Case No. 13,ApproveApplication,2018/04/20 00:31:39.339,2018/04/20 00:31:39.339,R4
Case No. 13,BookTransport,2018/04/20 00:32:39.339,2018/04/20 00:32:39.339,R2
Case No. 13,BookAccomodation,2018/04/20 00:54:14.339,2018/04/20 00:54:14.339,R4
Case No. 13,CollectTickets,2018/04/20 00:58:00.339,2018/04/20 00:58:00.339,R4
Case No. 13,ArchiveDocuments,2018/04/20 01:30:08.339,2018/04/20 01:30:08.339,R4
Case No. 13,BookTransport,2018/04/20 01:34:04.339,2018/04/20 01:34:04.339,R4
Case No. 13,DoSomething,2018/04/20 01:57:05.339,2018/04/20 01:57:05.339,R4
Case No. 13,UseTransport,2018/04/20 01:59:57.339,2018/04/20 01:59:57.339,R4
Case No. 13,DoSomething,2018/04/20 02:25:39.339,2018/04/20 02:25:39.339,R1
Case No. 13,BookTransport,2018/04/20 03:38:03.339,2018/04/20 03:38:03.339,R4
Case No. 14,ApplyForTrip,2018/04/20 20:11:54.360,2018/04/20 20:11:54.360,R4
Case No. 14,DoSomethingElse,2018/04/20 20:19:46.360,2018/04/20 20:19:46.360,R4
Case No. 14,DoSomethingElse,2018/04/20 20:30:38.360,2018/04/20 20:30:38.360,R3
Case No. 14,DoSomething,2018/04/20 20:59:30.360,2018/04/20 20:59:30.360,R2
Case No. 14,DoSomethingElse,2018/04/20 21:00:45.360,2018/04/20 21:00:45.360,R1
Case No. 14,DoSomething,2018/04/20 21:05:17.360,2018/04/20 21:05:17.360,R4
Case No. 14,DoSomething,2018/04/20 21:32:03.360,2018/04/20 21:32:03.360,R2
Case No. 14,DoSomething,2018/04/20 21:41:00.360,2018/04/20 21:41:00.360,R4
Case No. 14,ApproveApplication,2018/04/20 21:41:09.360,2018/04/20 21:41:09.360,R2
Case No. 14,BookAccomodation,2018/04/20 22:06:28.360,2018/04/20 22:06:28.360,R4
Case No. 14,BookTransport,2018/04/20 22:09:44.360,2018/04/20 22:09:44.360,R2
Case No. 14,CollectTickets,2018/04/20 22:27:32.360,2018/04/20 22:27:32.360,R2
Case No. 14,UseTransport,2018/04/20 22:49:11.360,2018/04/20 22:49:11.360,R3
Case No. 14,DoSomething,2018/04/20 22:51:49.360,2018/04/20 22:51:49.360,R3
Case No. 14,ArchiveDocuments,2018/04/20 23:03:31.360,2018/04/20 23:03:31.360,R4
Case No. 15,ApplyForTrip,2018/04/20 23:40:40.360,2018/04/20 23:40:40.360,R4
Case No. 15,ApproveApplication,2018/04/20 23:49:56.360,2018/04/20 23:49:56.360,R4
Case No. 15,BookAccomodation,2018/04/20 23:51:28.360,2018/04/20 23:51:28.360,R4
Case No. 15,BookTransport,2018/04/21 00:12:46.360,2018/04/21 00:12:46.360,R2
Case No. 15,DoSomething,2018/04/21 00:29:32.360,2018/04/21 00:29:32.360,R3
Case No. 15,DoSomething,2018/04/21 00:59:02.360,2018/04/21 00:59:02.360,R4
Case No. 15,CollectTickets,2018/04/21 00:59:04.360,2018/04/21 00:59:04.360,R4
Case No. 15,ArchiveDocuments,2018/04/21 01:32:27.360,2018/04/21 01:32:27.360,R4
Case No. 15,DoSomethingElse,2018/04/21 01:44:16.360,2018/04/21 01:44:16.360,R3
Case No. 15,UseTransport,2018/04/21 02:06:30.360,2018/04/21 02:06:30.360,R4
Case No. 15,DoSomething,2018/04/21 02:06:37.360,2018/04/21 02:06:37.360,R4
Case No. 15,DoSomething,2018/04/21 02:37:18.360,2018/04/21 02:37:18.360,R4
Case No. 15,DoSomething,2018/04/21 02:52:51.360,2018/04/21 02:52:51.360,R4
Case No. 15,BookAccomodation,2018/04/21 03:12:01.360,2018/04/21 03:12:01.360,R4
Case No. 15,BookTransport,2018/04/21 03:37:00.360,2018/04/21 03:37:00.360,R4
Case No. 16,ApplyForTrip,2018/04/21 03:52:52.360,2018/04/21 03:52:52.360,R4
Case No. 16,DoSomethingElse,2018/04/21 03:59:34.360,2018/04/21 03:59:34.360,R4
Case No. 16,DoSomethingElse,2018/04/21 04:22:42.360,2018/04/21 04:22:42.360,R1
Case No. 16,ApproveApplication,2018/04/21 04:22:50.360,2018/04/21 04:22:50.360,R4
Case No. 16,BookAccomodation,2018/04/21 04:39:44.360,2018/04/21 04:39:44.360,R3
Case No. 16,DoSomething,2018/04/21 04:50:09.360,2018/04/21 04:50:09.360,R4
Case No. 16,DoSomethingElse,2018/04/21 04:59:21.360,2018/04/21 04:59:21.360,R4
Case No. 16,BookTransport,2018/04/21 05:43:50.360,2018/04/21 05:43:50.360,R4
Case No. 16,BookTransport,2018/04/21 05:44:00.360,2018/04/21 05:44:00.360,R4
Case No. 16,CollectTickets,2018/04/21 05:46:53.360,2018/04/21 05:46:53.360,R4
Case No. 16,BookTransport,2018/04/21 05:57:53.360,2018/04/21 05:57:53.360,R2
Case No. 16,ArchiveDocuments,2018/04/21 06:05:22.360,2018/04/21 06:05:22.360,R4
Case No. 16,UseTransport,2018/04/21 06:47:47.360,2018/04/21 06:47:47.360,R3
Case No. 16,DoSomething,2018/04/21 06:59:35.360,2018/04/21 06:59:35.360,R3
Case No. 16,DoSomethingElse,2018/04/21 07:06:10.360,2018/04/21 07:06:10.360,R4
Case No. 17,ApplyForTrip,2018/04/20 03:43:31.494,2018/04/20 03:43:31.494,R4
Case No. 17,ApproveApplication,2018/04/20 03:47:41.494,2018/04/20 03:47:41.494,R4
Case No. 17,BookAccomodation,2018/04/20 04:12:15.494,2018/04/20 04:12:15.494,R4
Case No. 17,BookAccomodation,2018/04/20 04:17:26.494,2018/04/20 04:17:26.494,R2
Case No. 17,DoSomething,2018/04/20 04:43:06.494,2018/04/20 04:43:06.494,R4
Case No. 17,DoSomethingElse,2018/04/20 05:00:06.494,2018/04/20 05:00:06.494,R4
Case No. 17,BookTransport,2018/04/20 05:35:31.494,2018/04/20 05:35:31.494,R4
Case No. 17,UseTransport,2018/04/20 06:00:01.494,2018/04/20 06:00:01.494,R4
Case No. 17,DoSomething,2018/04/20 06:04:17.494,2018/04/20 06:04:17.494,R4
Case No. 17,BookTransport,2018/04/20 06:06:50.494,2018/04/20 06:06:50.494,R2
Case No. 17,DoSomething,2018/04/20 06:17:02.494,2018/04/20 06:17:02.494,R2
Case No. 17,CollectTickets,2018/04/20 07:03:24.494,2018/04/20 07:03:24.494,R4
Case No. 17,CollectTickets,2018/04/20 07:15:53.494,2018/04/20 07:15:53.494,R4
Case No. 17,ArchiveDocuments,2018/04/20 07:19:07.494,2018/04/20 07:19:07.494,R4
Case No. 17,DoSomething,2018/04/20 07:33:21.494,2018/04/20 07:33:21.494,R4
Case No. 18,ApplyForTrip,2018/04/20 03:45:38.339,2018/04/20 03:45:38.339,R4
Case No. 18,DoSomething,2018/04/20 03:51:14.339,2018/04/20 03:51:14.339,R4
Case No. 18,DoSomethingElse,2018/04/20 04:09:39.339,2018/04/20 04:09:39.339,R3
Case No. 18,ApproveApplication,2018/04/20 04:27:04.339,2018/04/20 04:27:04.339,R4
Case No. 18,BookAccomodation,2018/04/20 04:44:56.339,2018/04/20 04:44:56.339,R3
Case No. 18,DoSomething,2018/04/20 04:45:44.339,2018/04/20 04:45:44.339,R4
Case No. 18,DoSomething,2018/04/20 04:54:51.339,2018/04/20 04:54:51.339,R4
Case No. 18,DoSomething,2018/04/20 05:13:44.339,2018/04/20 05:13:44.339,R4
Case No. 18,BookTransport,2018/04/20 05:33:01.339,2018/04/20 05:33:01.339,R2
Case No. 18,CollectTickets,2018/04/20 05:43:59.339,2018/04/20 05:43:59.339,R3
Case No. 18,CollectTickets,2018/04/20 05:57:42.339,2018/04/20 05:57:42.339,R4
Case No. 18,ArchiveDocuments,2018/04/20 06:45:55.339,2018/04/20 06:45:55.339,R4
Case No. 18,BookAccomodation,2018/04/20 07:16:23.339,2018/04/20 07:16:23.339,R4
Case No. 18,UseTransport,2018/04/20 07:31:35.339,2018/04/20 07:31:35.339,R4
Case No. 18,DoSomething,2018/04/20 07:32:42.339,2018/04/20 07:32:42.339,R1
Case No. 19,ApplyForTrip,2018/04/21 07:50:35.360,2018/04/21 07:50:35.360,R4
Case No. 19,ApproveApplication,2018/04/21 08:18:46.360,2018/04/21 08:18:46.360,R4
Case No. 19,BookTransport,2018/04/21 09:36:20.360,2018/04/21 09:36:20.360,R4
Case No. 19,BookAccomodation,2018/04/21 09:38:43.360,2018/04/21 09:38:43.360,R4
Case No. 19,CollectTickets,2018/04/21 09:42:20.360,2018/04/21 09:42:20.360,R4
Case No. 19,CollectTickets,2018/04/21 09:54:51.360,2018/04/21 09:54:51.360,R4
Case No. 19,DoSomethingElse,2018/04/21 10:03:24.360,2018/04/21 10:03:24.360,R4
Case No. 19,DoSomethingElse,2018/04/21 10:15:22.360,2018/04/21 10:15:22.360,R4
Case No. 19,ArchiveDocuments,2018/04/21 10:26:11.360,2018/04/21 10:26:11.360,R4
Case No. 19,DoSomething,2018/04/21 10:37:22.360,2018/04/21 10:37:22.360,R4
Case No. 19,UseTransport,2018/04/21 11:08:37.360,2018/04/21 11:08:37.360,R4
Case No. 19,DoSomething,2018/04/21 11:16:21.360,2018/04/21 11:16:21.360,R4
Case No. 19,DoSomething,2018/04/21 11:21:24.360,2018/04/21 11:21:24.360,R4
Case No. 19,BookTransport,2018/04/21 11:26:18.360,2018/04/21 11:26:18.360,R2
Case No. 19,DoSomething,2018/04/21 11:36:37.360,2018/04/21 11:36:37.360,R3
Case No. 20,ApplyForTrip,2018/04/21 12:17:47.360,2018/04/21 12:17:47.360,R4
Case No. 20,ApproveApplication,2018/04/21 12:51:17.360,2018/04/21 12:51:17.360,R3
Case No. 20,DoSomething,2018/04/21 13:01:27.360,2018/04/21 13:01:27.360,R3
Case No. 20,BookTransport,2018/04/21 13:13:21.360,2018/04/21 13:13:21.360,R2
Case No. 20,BookAccomodation,2018/04/21 13:17:15.360,2018/04/21 13:17:15.360,R3
Case No. 20,CollectTickets,2018/04/21 13:20:47.360,2018/04/21 13:20:47.360,R4
Case No. 20,ArchiveDocuments,2018/04/21 13:50:56.360,2018/04/21 13:50:56.360,R4
Case No. 20,DoSomethingElse,2018/04/21 14:06:00.360,2018/04/21 14:06:00.360,R4
Case No. 20,DoSomethingElse,2018/04/21 14:09:00.360,2018/04/21 14:09:00.360,R4
