case,event,startTime,completeTime,Resource
Case No. 2,DoSomething,2018/05/18 06:49:30.288,2018/05/18 06:49:30.288,R2
Case No. 2,DoSomething,2018/05/18 06:58:17.288,2018/05/18 06:58:17.288,R4
Case No. 2,DoSomethingDifferent,2018/05/18 07:03:22.288,2018/05/18 07:03:22.288,R2
Case No. 2,DoSomething,2018/05/18 07:18:59.288,2018/05/18 07:18:59.288,R1
Case No. 2,DoSomethingElse,2018/05/18 07:23:43.288,2018/05/18 07:23:43.288,R3
Case No. 2,DoSomething,2018/05/18 07:33:40.288,2018/05/18 07:33:40.288,R5
Case No. 2,DoSomething,2018/05/18 07:36:55.288,2018/05/18 07:36:55.288,R1
Case No. 2,DoSomethingElse,2018/05/18 07:51:49.288,2018/05/18 07:51:49.288,R4
Case No. 2,DoSomethingElse,2018/05/18 08:01:59.288,2018/05/18 08:01:59.288,R5
Case No. 3,ApplyForTrip2,2018/05/18 04:48:20.397,2018/05/18 04:48:20.397,R5
Case No. 3,BookTransport2,2018/05/18 04:51:07.397,2018/05/18 04:51:07.397,R4
Case No. 3,BookAccomodation2,2018/05/18 04:58:46.397,2018/05/18 04:58:46.397,R4
Case No. 3,ApproveApplication2,2018/05/18 05:09:12.397,2018/05/18 05:09:12.397,R4
Case No. 3,CollectTickets2,2018/05/18 05:11:01.397,2018/05/18 05:11:01.397,R3
Case No. 3,ArchiveDocuments2,2018/05/18 05:25:40.397,2018/05/18 05:25:40.397,R4
Case No. 3,UseTransport,2018/05/18 05:59:50.397,2018/05/18 05:59:50.397,R5
Case No. 3,DoSomethingDifferent,2018/05/18 06:02:47.397,2018/05/18 06:02:47.397,R5
Case No. 3,DoSomethingDifferent,2018/05/18 06:06:10.397,2018/05/18 06:06:10.397,R4
Case No. 3,DoSomethingElse,2018/05/18 06:32:50.397,2018/05/18 06:32:50.397,R1
Case No. 3,ArchiveDocuments2,2018/05/18 06:44:36.397,2018/05/18 06:44:36.397,R3
Case No. 3,DoSomethingDifferent,2018/05/18 06:48:15.397,2018/05/18 06:48:15.397,R3
Case No. 3,UseTransport,2018/05/18 06:50:35.397,2018/05/18 06:50:35.397,R4
Case No. 3,DoSomethingElse,2018/05/18 06:52:52.397,2018/05/18 06:52:52.397,R4
Case No. 3,UseTransport,2018/05/18 06:57:07.397,2018/05/18 06:57:07.397,R2
Case No. 3,ArchiveDocuments,2018/05/18 07:45:15.397,2018/05/18 07:45:15.397,R1
Case No. 3,DoSomething2,2018/05/18 07:49:24.397,2018/05/18 07:49:24.397,R3
Case No. 4,ApplyForTrip2,2018/05/18 04:48:55.607,2018/05/18 04:48:55.607,R5
Case No. 4,BookTransport2,2018/05/18 04:58:06.607,2018/05/18 04:58:06.607,R5
Case No. 4,BookAccomodation2,2018/05/18 04:59:07.607,2018/05/18 04:59:07.607,R5
Case No. 4,ApproveApplication2,2018/05/18 05:09:42.607,2018/05/18 05:09:42.607,R4
Case No. 4,CollectTickets2,2018/05/18 05:20:25.607,2018/05/18 05:20:25.607,R5
Case No. 4,ArchiveDocuments2,2018/05/18 05:34:04.607,2018/05/18 05:34:04.607,R3
Case No. 4,DoSomething,2018/05/18 05:55:44.607,2018/05/18 05:55:44.607,R5
Case No. 4,DoSomething,2018/05/18 06:09:22.607,2018/05/18 06:09:22.607,R3
Case No. 4,DoSomethingDifferent,2018/05/18 06:14:11.607,2018/05/18 06:14:11.607,R2
Case No. 4,DoSomethingElse,2018/05/18 06:21:49.607,2018/05/18 06:21:49.607,R3
Case No. 4,DoSomethingDifferent2,2018/05/18 06:44:32.607,2018/05/18 06:44:32.607,R3
Case No. 4,DoSomethingElse2,2018/05/18 07:29:43.607,2018/05/18 07:29:43.607,R3
Case No. 4,DoSomethingElse2,2018/05/18 07:41:56.607,2018/05/18 07:41:56.607,R3
Case No. 4,DoSomethingDifferent,2018/05/18 07:43:19.607,2018/05/18 07:43:19.607,R3
Case No. 4,DoSomethingElse,2018/05/18 07:45:37.607,2018/05/18 07:45:37.607,R5
Case No. 4,DoSomething,2018/05/18 08:06:09.607,2018/05/18 08:06:09.607,R4
Case No. 4,DoSomethingElse,2018/05/18 08:15:09.607,2018/05/18 08:15:09.607,R4
Case No. 5,ApplyForTrip3,2018/05/18 04:32:41.813,2018/05/18 04:32:41.813,R4
Case No. 5,BookTransport3,2018/05/18 04:35:26.813,2018/05/18 04:35:26.813,R3
Case No. 5,BookAccomodation3,2018/05/18 04:50:19.813,2018/05/18 04:50:19.813,R5
Case No. 5,ApproveApplication3,2018/05/18 04:55:39.813,2018/05/18 04:55:39.813,R4
Case No. 5,CollectTickets3,2018/05/18 05:12:51.813,2018/05/18 05:12:51.813,R3
Case No. 5,ArchiveDocuments3,2018/05/18 05:24:02.813,2018/05/18 05:24:02.813,R4
Case No. 5,UseTransport,2018/05/18 05:30:56.813,2018/05/18 05:30:56.813,R5
Case No. 5,DoSomethingDifferent,2018/05/18 05:38:23.813,2018/05/18 05:38:23.813,R5
Case No. 5,DoSomethingDifferent,2018/05/18 05:42:53.813,2018/05/18 05:42:53.813,R4
Case No. 5,DoSomethingElse,2018/05/18 05:43:36.813,2018/05/18 05:43:36.813,R1
Case No. 5,ArchiveDocuments3,2018/05/18 05:48:55.813,2018/05/18 05:48:55.813,R3
Case No. 5,DoSomethingDifferent,2018/05/18 06:23:19.813,2018/05/18 06:23:19.813,R3
Case No. 5,UseTransport,2018/05/18 07:20:36.813,2018/05/18 07:20:36.813,R4
Case No. 5,DoSomethingElse,2018/05/18 07:52:40.813,2018/05/18 07:52:40.813,R4
Case No. 5,UseTransport,2018/05/18 08:05:25.813,2018/05/18 08:05:25.813,R2
Case No. 5,ArchiveDocuments,2018/05/18 08:12:01.813,2018/05/18 08:12:01.813,R1
Case No. 5,DoSomething3,2018/05/18 08:13:09.813,2018/05/18 08:13:09.813,R3
Case No. 6,ApplyForTrip,2018/05/18 04:27:52.228,2018/05/18 04:27:52.228,R4
Case No. 6,BookTransport,2018/05/18 04:36:52.228,2018/05/18 04:36:52.228,R3
Case No. 6,BookAccomodation,2018/05/18 04:37:54.228,2018/05/18 04:37:54.228,R5
Case No. 6,ApproveApplication,2018/05/18 04:51:05.228,2018/05/18 04:51:05.228,R5
Case No. 6,CollectTickets,2018/05/18 05:00:50.228,2018/05/18 05:00:50.228,R5
Case No. 6,ArchiveDocuments,2018/05/18 05:04:59.228,2018/05/18 05:04:59.228,R3
Case No. 6,DoSomething,2018/05/18 05:09:17.228,2018/05/18 05:09:17.228,R1
Case No. 6,DoSomethingElse,2018/05/18 05:22:37.228,2018/05/18 05:22:37.228,R1
Case No. 6,DoSomething,2018/05/18 05:24:36.228,2018/05/18 05:24:36.228,R3
Case No. 6,DoSomething,2018/05/18 05:46:24.228,2018/05/18 05:46:24.228,R3
Case No. 6,ApproveApplication,2018/05/18 05:46:36.228,2018/05/18 05:46:36.228,R1
Case No. 6,CollectTickets,2018/05/18 06:27:46.228,2018/05/18 06:27:46.228,R1
Case No. 6,ArchiveDocuments,2018/05/18 07:16:33.228,2018/05/18 07:16:33.228,R1
Case No. 6,DoSomethingDifferent,2018/05/18 07:40:04.228,2018/05/18 07:40:04.228,R4
Case No. 6,DoSomething,2018/05/18 07:51:35.228,2018/05/18 07:51:35.228,R2
Case No. 6,DoSomethingElse,2018/05/18 07:56:57.228,2018/05/18 07:56:57.228,R3
Case No. 6,DoSomethingElse,2018/05/18 08:23:40.228,2018/05/18 08:23:40.228,R5
Case No. 7,ApplyForTrip4,2018/05/18 04:30:59.558,2018/05/18 04:30:59.558,R4
Case No. 7,BookTransport4,2018/05/18 04:33:14.558,2018/05/18 04:33:14.558,R3
Case No. 7,BookAccomodation4,2018/05/18 04:41:35.558,2018/05/18 04:41:35.558,R5
Case No. 7,ApproveApplication4,2018/05/18 04:56:07.558,2018/05/18 04:56:07.558,R4
Case No. 7,CollectTickets4,2018/05/18 05:15:00.558,2018/05/18 05:15:00.558,R3
Case No. 7,ArchiveDocuments4,2018/05/18 05:37:58.558,2018/05/18 05:37:58.558,R4
Case No. 7,UseTransport,2018/05/18 05:43:24.558,2018/05/18 05:43:24.558,R5
Case No. 7,DoSomethingDifferent,2018/05/18 06:02:46.558,2018/05/18 06:02:46.558,R5
Case No. 7,DoSomethingDifferent,2018/05/18 06:12:46.558,2018/05/18 06:12:46.558,R4
Case No. 7,DoSomethingElse,2018/05/18 06:14:05.558,2018/05/18 06:14:05.558,R1
Case No. 7,ArchiveDocuments4,2018/05/18 06:36:53.558,2018/05/18 06:36:53.558,R3
Case No. 7,DoSomethingDifferent,2018/05/18 06:38:03.558,2018/05/18 06:38:03.558,R3
Case No. 7,UseTransport,2018/05/18 06:40:23.558,2018/05/18 06:40:23.558,R4
Case No. 7,DoSomethingElse,2018/05/18 06:45:44.558,2018/05/18 06:45:44.558,R4
Case No. 7,UseTransport,2018/05/18 07:14:26.558,2018/05/18 07:14:26.558,R2
Case No. 7,ArchiveDocuments,2018/05/18 07:22:45.558,2018/05/18 07:22:45.558,R1
Case No. 7,DoSomething4,2018/05/18 07:57:40.558,2018/05/18 07:57:40.558,R3
Case No. 8,ApplyForTrip3,2018/05/18 04:31:46.457,2018/05/18 04:31:46.457,R5
Case No. 8,BookTransport3,2018/05/18 05:00:41.457,2018/05/18 05:00:41.457,R5
Case No. 8,BookAccomodation3,2018/05/18 05:28:21.457,2018/05/18 05:28:21.457,R5
Case No. 8,ApproveApplication3,2018/05/18 05:34:14.457,2018/05/18 05:34:14.457,R5
Case No. 8,CollectTickets3,2018/05/18 05:44:13.457,2018/05/18 05:44:13.457,R5
Case No. 8,ArchiveDocuments3,2018/05/18 05:44:14.457,2018/05/18 05:44:14.457,R3
Case No. 8,DoSomething,2018/05/18 06:01:02.457,2018/05/18 06:01:02.457,R5
Case No. 8,DoSomething,2018/05/18 06:05:22.457,2018/05/18 06:05:22.457,R3
Case No. 8,DoSomethingDifferent,2018/05/18 06:13:59.457,2018/05/18 06:13:59.457,R2
Case No. 8,DoSomethingElse,2018/05/18 06:24:40.457,2018/05/18 06:24:40.457,R3
Case No. 8,DoSomethingDifferent3,2018/05/18 06:52:15.457,2018/05/18 06:52:15.457,R3
Case No. 8,DoSomethingElse3,2018/05/18 06:52:33.457,2018/05/18 06:52:33.457,R3
Case No. 8,DoSomethingElse3,2018/05/18 06:53:38.457,2018/05/18 06:53:38.457,R3
Case No. 8,DoSomethingDifferent,2018/05/18 07:20:04.457,2018/05/18 07:20:04.457,R3
Case No. 8,DoSomethingElse,2018/05/18 07:25:23.457,2018/05/18 07:25:23.457,R5
Case No. 8,DoSomething,2018/05/18 07:56:35.457,2018/05/18 07:56:35.457,R4
Case No. 8,DoSomethingElse,2018/05/18 08:02:28.457,2018/05/18 08:02:28.457,R4
Case No. 9,ApplyForTrip,2018/05/18 04:56:06.379,2018/05/18 04:56:06.379,R5
Case No. 9,BookAccomodation,2018/05/18 05:10:55.379,2018/05/18 05:10:55.379,R4
Case No. 9,BookTransport,2018/05/18 05:22:31.379,2018/05/18 05:22:31.379,R4
Case No. 9,ApproveApplication,2018/05/18 05:45:13.379,2018/05/18 05:45:13.379,R4
Case No. 9,UseTransport,2018/05/18 05:48:21.379,2018/05/18 05:48:21.379,R4
Case No. 9,BookAccomodation,2018/05/18 06:00:07.379,2018/05/18 06:00:07.379,R3
Case No. 9,DoSomethingDifferent,2018/05/18 06:35:19.379,2018/05/18 06:35:19.379,R3
Case No. 9,CollectTickets,2018/05/18 06:42:56.379,2018/05/18 06:42:56.379,R3
Case No. 9,DoSomething,2018/05/18 06:53:08.379,2018/05/18 06:53:08.379,R5
Case No. 9,CollectTickets,2018/05/18 07:15:03.379,2018/05/18 07:15:03.379,R5
Case No. 9,ArchiveDocuments,2018/05/18 07:29:35.379,2018/05/18 07:29:35.379,R3
Case No. 9,DoSomethingDifferent,2018/05/18 07:41:48.379,2018/05/18 07:41:48.379,R1
Case No. 9,DoSomethingDifferent,2018/05/18 07:47:06.379,2018/05/18 07:47:06.379,R1
Case No. 9,DoSomethingDifferent,2018/05/18 07:59:13.379,2018/05/18 07:59:13.379,R1
Case No. 9,DoSomethingDifferent,2018/05/18 08:01:27.379,2018/05/18 08:01:27.379,R1
Case No. 9,DoSomethingDifferent,2018/05/18 08:02:26.379,2018/05/18 08:02:26.379,R1
Case No. 9,DoSomethingDifferent,2018/05/18 08:25:37.379,2018/05/18 08:25:37.379,R5
Case No. 10,ApplyForTrip2,2018/05/18 04:27:46.789,2018/05/18 04:27:46.789,R5
Case No. 10,BookTransport2,2018/05/18 04:32:59.789,2018/05/18 04:32:59.789,R5
Case No. 10,BookAccomodation2,2018/05/18 04:39:12.789,2018/05/18 04:39:12.789,R5
Case No. 10,ApproveApplication2,2018/05/18 05:04:20.789,2018/05/18 05:04:20.789,R5
Case No. 10,CollectTickets2,2018/05/18 05:07:03.789,2018/05/18 05:07:03.789,R5
Case No. 10,ArchiveDocuments2,2018/05/18 05:14:33.789,2018/05/18 05:14:33.789,R3
Case No. 10,DoSomething,2018/05/18 05:20:25.789,2018/05/18 05:20:25.789,R1
Case No. 10,DoSomething,2018/05/18 05:41:09.789,2018/05/18 05:41:09.789,R3
Case No. 10,DoSomething,2018/05/18 05:44:22.789,2018/05/18 05:44:22.789,R2
Case No. 10,DoSomethingElse,2018/05/18 06:16:41.789,2018/05/18 06:16:41.789,R3
Case No. 10,DoSomethingDifferent,2018/05/18 06:26:51.789,2018/05/18 06:26:51.789,R4
Case No. 10,DoSomethingElse,2018/05/18 06:35:12.789,2018/05/18 06:35:12.789,R5
Case No. 10,DoSomethingElse2,2018/05/18 07:29:55.789,2018/05/18 07:29:55.789,R1
Case No. 10,DoSomething,2018/05/18 07:45:19.789,2018/05/18 07:45:19.789,R4
Case No. 10,DoSomething,2018/05/18 07:46:13.789,2018/05/18 07:46:13.789,R4
Case No. 10,DoSomethingElse,2018/05/18 07:55:20.789,2018/05/18 07:55:20.789,R1
Case No. 10,DoSomethingDifferent,2018/05/18 08:11:37.789,2018/05/18 08:11:37.789,R1
Case No. 11,ApplyForTrip5,2018/05/18 04:17:30.489,2018/05/18 04:17:30.489,R5
Case No. 11,BookTransport5,2018/05/18 04:18:55.489,2018/05/18 04:18:55.489,R4
Case No. 11,BookAccomodation5,2018/05/18 04:28:32.489,2018/05/18 04:28:32.489,R5
Case No. 11,ApproveApplication5,2018/05/18 04:30:58.489,2018/05/18 04:30:58.489,R5
Case No. 11,CollectTickets5,2018/05/18 04:47:29.489,2018/05/18 04:47:29.489,R4
Case No. 11,ArchiveDocuments5,2018/05/18 05:14:02.489,2018/05/18 05:14:02.489,R5
Case No. 11,UseTransport5,2018/05/18 05:25:31.489,2018/05/18 05:25:31.489,R5
Case No. 11,DoSomethingDifferent5,2018/05/18 05:36:06.489,2018/05/18 05:36:06.489,R5
Case No. 11,DoSomethingDifferent5,2018/05/18 05:43:57.489,2018/05/18 05:43:57.489,R4
Case No. 11,DoSomethingElse5,2018/05/18 05:53:42.489,2018/05/18 05:53:42.489,R1
Case No. 11,UseTransport5,2018/05/18 07:07:26.489,2018/05/18 07:07:26.489,R4
Case No. 11,DoSomethingElse5,2018/05/18 07:22:21.489,2018/05/18 07:22:21.489,R4
Case No. 11,UseTransport5,2018/05/18 07:25:10.489,2018/05/18 07:25:10.489,R2
Case No. 11,DoSomething5,2018/05/18 07:39:17.489,2018/05/18 07:39:17.489,R1
Case No. 11,DoSomethingDifferent5,2018/05/18 08:02:01.489,2018/05/18 08:02:01.489,R1
Case No. 11,ArchiveDocuments5,2018/05/18 08:08:07.489,2018/05/18 08:08:07.489,R1
Case No. 11,DoSomethingDifferent5,2018/05/18 08:13:34.489,2018/05/18 08:13:34.489,R3
Case No. 12,ApplyForTrip4,2018/05/18 04:26:57.010,2018/05/18 04:26:57.010,R5
Case No. 12,BookTransport4,2018/05/18 04:28:00.010,2018/05/18 04:28:00.010,R5
Case No. 12,BookAccomodation4,2018/05/18 04:43:54.010,2018/05/18 04:43:54.010,R5
Case No. 12,ApproveApplication4,2018/05/18 04:50:53.010,2018/05/18 04:50:53.010,R5
Case No. 12,CollectTickets4,2018/05/18 05:13:16.010,2018/05/18 05:13:16.010,R5
Case No. 12,ArchiveDocuments4,2018/05/18 05:17:31.010,2018/05/18 05:17:31.010,R3
Case No. 12,DoSomething,2018/05/18 05:23:46.010,2018/05/18 05:23:46.010,R5
Case No. 12,DoSomething,2018/05/18 05:24:53.010,2018/05/18 05:24:53.010,R3
Case No. 12,DoSomethingDifferent,2018/05/18 05:39:26.010,2018/05/18 05:39:26.010,R2
Case No. 12,DoSomethingElse,2018/05/18 05:42:10.010,2018/05/18 05:42:10.010,R3
Case No. 12,DoSomethingDifferent4,2018/05/18 06:06:56.010,2018/05/18 06:06:56.010,R3
Case No. 12,DoSomethingElse4,2018/05/18 06:53:05.010,2018/05/18 06:53:05.010,R3
Case No. 12,DoSomethingElse4,2018/05/18 07:33:39.010,2018/05/18 07:33:39.010,R3
Case No. 12,DoSomethingDifferent,2018/05/18 07:47:00.010,2018/05/18 07:47:00.010,R3
Case No. 12,DoSomethingElse,2018/05/18 07:50:46.010,2018/05/18 07:50:46.010,R5
Case No. 12,DoSomething,2018/05/18 07:55:06.010,2018/05/18 07:55:06.010,R4
Case No. 12,DoSomethingElse,2018/05/18 08:14:43.010,2018/05/18 08:14:43.010,R4
Case No. 13,ApplyForTrip,2018/05/18 08:26:14.884,2018/05/18 08:26:14.884,R4
Case No. 13,BookTransport,2018/05/18 08:42:49.884,2018/05/18 08:42:49.884,R5
Case No. 13,BookAccomodation,2018/05/18 08:50:23.884,2018/05/18 08:50:23.884,R5
Case No. 13,ApproveApplication,2018/05/18 09:23:40.884,2018/05/18 09:23:40.884,R5
Case No. 13,CollectTickets,2018/05/18 09:35:47.884,2018/05/18 09:35:47.884,R1
Case No. 13,ArchiveDocuments,2018/05/18 09:49:49.884,2018/05/18 09:49:49.884,R3
Case No. 13,UseTransport,2018/05/18 09:57:26.884,2018/05/18 09:57:26.884,R4
Case No. 13,DoSomethingDifferent,2018/05/18 10:00:28.884,2018/05/18 10:00:28.884,R4
Case No. 13,ArchiveDocuments,2018/05/18 10:15:39.884,2018/05/18 10:15:39.884,R1
Case No. 13,UseTransport,2018/05/18 10:31:10.884,2018/05/18 10:31:10.884,R5
Case No. 13,DoSomethingDifferent,2018/05/18 10:47:49.884,2018/05/18 10:47:49.884,R5
Case No. 13,DoSomethingElse,2018/05/18 10:50:39.884,2018/05/18 10:50:39.884,R4
Case No. 13,UseTransport,2018/05/18 10:53:04.884,2018/05/18 10:53:04.884,R1
Case No. 13,DoSomethingElse,2018/05/18 10:59:15.884,2018/05/18 10:59:15.884,R1
Case No. 13,UseTransport,2018/05/18 11:23:19.884,2018/05/18 11:23:19.884,R2
Case No. 13,DoSomethingElse,2018/05/18 11:51:34.884,2018/05/18 11:51:34.884,R4
Case No. 13,DoSomething,2018/05/18 11:53:02.884,2018/05/18 11:53:02.884,R1
Case No. 14,ApplyForTrip5,2018/05/18 04:37:02.158,2018/05/18 04:37:02.158,R5
Case No. 14,BookTransport5,2018/05/18 04:40:08.158,2018/05/18 04:40:08.158,R5
Case No. 14,BookAccomodation5,2018/05/18 04:51:13.158,2018/05/18 04:51:13.158,R5
Case No. 14,ApproveApplication5,2018/05/18 04:56:08.158,2018/05/18 04:56:08.158,R4
Case No. 14,CollectTickets5,2018/05/18 05:06:20.158,2018/05/18 05:06:20.158,R5
Case No. 14,ArchiveDocuments5,2018/05/18 05:34:20.158,2018/05/18 05:34:20.158,R3
Case No. 14,DoSomething,2018/05/18 05:55:53.158,2018/05/18 05:55:53.158,R5
Case No. 14,DoSomething,2018/05/18 06:02:32.158,2018/05/18 06:02:32.158,R3
Case No. 14,DoSomethingDifferent,2018/05/18 06:17:15.158,2018/05/18 06:17:15.158,R2
Case No. 14,DoSomethingElse,2018/05/18 06:17:26.158,2018/05/18 06:17:26.158,R3
Case No. 14,DoSomethingDifferent5,2018/05/18 06:23:02.158,2018/05/18 06:23:02.158,R3
Case No. 14,DoSomethingElse5,2018/05/18 06:54:59.158,2018/05/18 06:54:59.158,R3
Case No. 14,DoSomethingElse5,2018/05/18 07:02:20.158,2018/05/18 07:02:20.158,R3
Case No. 14,DoSomethingDifferent,2018/05/18 07:37:45.158,2018/05/18 07:37:45.158,R3
Case No. 14,DoSomethingElse,2018/05/18 07:38:25.158,2018/05/18 07:38:25.158,R5
Case No. 14,DoSomething,2018/05/18 07:42:21.158,2018/05/18 07:42:21.158,R4
Case No. 14,DoSomethingElse,2018/05/18 08:02:26.158,2018/05/18 08:02:26.158,R4
Case No. 15,ApplyForTrip2,2018/05/18 08:25:57.397,2018/05/18 08:25:57.397,R5
Case No. 15,BookTransport2,2018/05/18 08:29:52.397,2018/05/18 08:29:52.397,R4
Case No. 15,BookAccomodation2,2018/05/18 08:45:43.397,2018/05/18 08:45:43.397,R4
Case No. 15,ApproveApplication2,2018/05/18 09:18:34.397,2018/05/18 09:18:34.397,R3
Case No. 15,CollectTickets2,2018/05/18 09:19:23.397,2018/05/18 09:19:23.397,R5
Case No. 15,ArchiveDocuments2,2018/05/18 09:21:06.397,2018/05/18 09:21:06.397,R5
Case No. 15,DoSomethingElse,2018/05/18 09:21:54.397,2018/05/18 09:21:54.397,R4
Case No. 15,UseTransport,2018/05/18 09:22:38.397,2018/05/18 09:22:38.397,R4
Case No. 15,DoSomethingElse,2018/05/18 09:24:22.397,2018/05/18 09:24:22.397,R1
Case No. 15,DoSomethingDifferent2,2018/05/18 10:15:20.397,2018/05/18 10:15:20.397,R4
Case No. 15,UseTransport,2018/05/18 10:33:10.397,2018/05/18 10:33:10.397,R2
Case No. 15,DoSomethingDifferent,2018/05/18 10:38:30.397,2018/05/18 10:38:30.397,R4
Case No. 15,UseTransport,2018/05/18 10:46:33.397,2018/05/18 10:46:33.397,R3
Case No. 15,DoSomethingDifferent,2018/05/18 10:50:51.397,2018/05/18 10:50:51.397,R1
Case No. 15,UseTransport,2018/05/18 11:06:25.397,2018/05/18 11:06:25.397,R5
Case No. 15,DoSomethingDifferent,2018/05/18 11:34:05.397,2018/05/18 11:34:05.397,R5
Case No. 15,ArchiveDocuments,2018/05/18 11:38:39.397,2018/05/18 11:38:39.397,R1
Case No. 16,ApplyForTrip3,2018/05/18 04:40:07.169,2018/05/18 04:40:07.169,R5
Case No. 16,BookTransport3,2018/05/18 04:50:51.169,2018/05/18 04:50:51.169,R5
Case No. 16,BookAccomodation3,2018/05/18 05:17:17.169,2018/05/18 05:17:17.169,R5
Case No. 16,ApproveApplication3,2018/05/18 05:19:14.169,2018/05/18 05:19:14.169,R5
Case No. 16,CollectTickets3,2018/05/18 05:38:49.169,2018/05/18 05:38:49.169,R5
Case No. 16,ArchiveDocuments3,2018/05/18 05:45:37.169,2018/05/18 05:45:37.169,R3
Case No. 16,DoSomething,2018/05/18 06:03:38.169,2018/05/18 06:03:38.169,R1
Case No. 16,DoSomething,2018/05/18 06:13:00.169,2018/05/18 06:13:00.169,R3
Case No. 16,DoSomething,2018/05/18 06:36:34.169,2018/05/18 06:36:34.169,R2
Case No. 16,DoSomethingElse,2018/05/18 07:01:29.169,2018/05/18 07:01:29.169,R3
Case No. 16,DoSomethingDifferent,2018/05/18 07:06:20.169,2018/05/18 07:06:20.169,R4
Case No. 16,DoSomethingElse,2018/05/18 07:24:48.169,2018/05/18 07:24:48.169,R5
Case No. 16,DoSomethingElse3,2018/05/18 07:29:19.169,2018/05/18 07:29:19.169,R1
Case No. 16,DoSomething3,2018/05/18 07:43:24.169,2018/05/18 07:43:24.169,R1
Case No. 16,DoSomething,2018/05/18 07:46:39.169,2018/05/18 07:46:39.169,R4
Case No. 16,DoSomethingDifferent,2018/05/18 07:58:55.169,2018/05/18 07:58:55.169,R1
Case No. 16,DoSomethingElse,2018/05/18 08:19:47.169,2018/05/18 08:19:47.169,R1
Case No. 17,ApplyForTrip3,2018/05/18 08:39:55.813,2018/05/18 08:39:55.813,R4
Case No. 17,BookTransport3,2018/05/18 08:48:49.813,2018/05/18 08:48:49.813,R3
Case No. 17,BookAccomodation3,2018/05/18 08:55:50.813,2018/05/18 08:55:50.813,R4
Case No. 17,ApproveApplication3,2018/05/18 08:58:33.813,2018/05/18 08:58:33.813,R3
Case No. 17,CollectTickets3,2018/05/18 09:04:56.813,2018/05/18 09:04:56.813,R2
Case No. 17,ArchiveDocuments3,2018/05/18 09:26:59.813,2018/05/18 09:26:59.813,R5
Case No. 17,UseTransport,2018/05/18 09:31:27.813,2018/05/18 09:31:27.813,R4
Case No. 17,DoSomethingElse,2018/05/18 09:37:03.813,2018/05/18 09:37:03.813,R4
Case No. 17,DoSomethingDifferent,2018/05/18 09:38:09.813,2018/05/18 09:38:09.813,R3
Case No. 17,DoSomethingElse,2018/05/18 10:17:49.813,2018/05/18 10:17:49.813,R1
Case No. 17,UseTransport,2018/05/18 11:13:15.813,2018/05/18 11:13:15.813,R2
Case No. 17,DoSomethingDifferent,2018/05/18 11:29:11.813,2018/05/18 11:29:11.813,R4
Case No. 17,DoSomethingElse,2018/05/18 11:50:49.813,2018/05/18 11:50:49.813,R5
Case No. 17,ArchiveDocuments,2018/05/18 11:54:39.813,2018/05/18 11:54:39.813,R1
Case No. 17,UseTransport,2018/05/18 12:02:34.813,2018/05/18 12:02:34.813,R5
