case,event,startTime,completeTime,Resource
Case No. 7,DoSomethingDifferent,2018/05/18 17:48:29.841,2018/05/18 17:48:29.841,R1
Case No. 7,DoSomethingElse,2018/05/18 18:37:41.841,2018/05/18 18:37:41.841,R1
Case No. 7,DoSomething,2018/05/18 18:39:20.841,2018/05/18 18:39:20.841,R1
Case No. 7,UseTransport,2018/05/18 18:44:18.841,2018/05/18 18:44:18.841,R1
Case No. 7,DoSomething,2018/05/18 18:59:30.841,2018/05/18 18:59:30.841,R1
Case No. 7,DoSomething,2018/05/18 19:20:30.841,2018/05/18 19:20:30.841,R1
Case No. 7,DoSomething,2018/05/18 19:30:53.841,2018/05/18 19:30:53.841,R1
Case No. 8,ApplyForTrip,2018/05/18 11:46:54.611,2018/05/18 11:46:54.611,R1
Case No. 8,BookTransport,2018/05/18 11:51:28.611,2018/05/18 11:51:28.611,R1
Case No. 8,BookAccomodation,2018/05/18 13:14:50.611,2018/05/18 13:14:50.611,R1
Case No. 8,ApproveApplication,2018/05/18 13:22:49.611,2018/05/18 13:22:49.611,R1
Case No. 8,CollectTickets,2018/05/18 13:23:52.611,2018/05/18 13:23:52.611,R1
Case No. 8,ArchiveDocuments,2018/05/18 13:24:39.611,2018/05/18 13:24:39.611,R1
Case No. 8,DoSomethingElse,2018/05/18 14:00:27.611,2018/05/18 14:00:27.611,R2
Case No. 8,DoSomething,2018/05/18 14:05:02.611,2018/05/18 14:05:02.611,R2
Case No. 8,DoSomethingDifferent,2018/05/18 14:29:44.611,2018/05/18 14:29:44.611,R1
Case No. 8,UseTransport,2018/05/18 14:48:11.611,2018/05/18 14:48:11.611,R2
Case No. 8,DoSomething,2018/05/18 14:49:11.611,2018/05/18 14:49:11.611,R2
Case No. 8,DoSomething,2018/05/18 15:04:02.611,2018/05/18 15:04:02.611,R1
Case No. 8,DoSomething,2018/05/18 15:30:06.611,2018/05/18 15:30:06.611,R2
Case No. 9,ApplyForTrip,2018/05/18 04:26:35.292,2018/05/18 04:26:35.292,R2
Case No. 9,DoSomethingDifferent,2018/05/18 04:53:56.292,2018/05/18 04:53:56.292,R1
Case No. 9,DoSomethingElse,2018/05/18 05:21:34.292,2018/05/18 05:21:34.292,R2
Case No. 9,UseTransport,2018/05/18 05:25:57.292,2018/05/18 05:25:57.292,R1
Case No. 9,ArchiveDocuments,2018/05/18 05:46:36.292,2018/05/18 05:46:36.292,R2
Case No. 9,CollectTickets,2018/05/18 06:09:16.292,2018/05/18 06:09:16.292,R2
Case No. 9,BookAccomodation,2018/05/18 06:24:21.292,2018/05/18 06:24:21.292,R2
Case No. 9,BookTransport,2018/05/18 06:29:15.292,2018/05/18 06:29:15.292,R1
Case No. 9,ApproveApplication,2018/05/18 07:00:11.292,2018/05/18 07:00:11.292,R1
Case No. 9,DoSomethingDifferent,2018/05/18 07:06:27.292,2018/05/18 07:06:27.292,R2
Case No. 9,DoSomething,2018/05/18 07:21:57.292,2018/05/18 07:21:57.292,R2
Case No. 9,DoSomething,2018/05/18 07:22:13.292,2018/05/18 07:22:13.292,R1
Case No. 9,DoSomethingElse,2018/05/18 07:44:56.292,2018/05/18 07:44:56.292,R1
Case No. 10,ApplyForTrip,2018/05/18 07:55:21.609,2018/05/18 07:55:21.609,R1
Case No. 10,BookTransport,2018/05/18 07:59:43.609,2018/05/18 07:59:43.609,R1
Case No. 10,BookAccomodation,2018/05/18 08:00:28.609,2018/05/18 08:00:28.609,R1
Case No. 10,ApproveApplication,2018/05/18 08:01:11.609,2018/05/18 08:01:11.609,R2
Case No. 10,CollectTickets,2018/05/18 08:17:49.609,2018/05/18 08:17:49.609,R1
Case No. 10,ArchiveDocuments,2018/05/18 09:17:31.609,2018/05/18 09:17:31.609,R1
Case No. 10,DoSomethingElse,2018/05/18 09:44:02.609,2018/05/18 09:44:02.609,R2
Case No. 10,DoSomething,2018/05/18 10:22:50.609,2018/05/18 10:22:50.609,R1
Case No. 10,DoSomething,2018/05/18 10:48:29.609,2018/05/18 10:48:29.609,R2
Case No. 10,DoSomethingDifferent,2018/05/18 10:51:51.609,2018/05/18 10:51:51.609,R1
Case No. 10,UseTransport,2018/05/18 11:01:31.609,2018/05/18 11:01:31.609,R1
Case No. 10,DoSomethingElse,2018/05/18 11:09:05.609,2018/05/18 11:09:05.609,R1
Case No. 10,DoSomething,2018/05/18 11:35:31.609,2018/05/18 11:35:31.609,R1
Case No. 10,DoSomething,2018/05/18 11:36:54.609,2018/05/18 11:36:54.609,R1
Case No. 11,ApplyForTrip,2018/05/18 20:06:35.841,2018/05/18 20:06:35.841,R2
Case No. 11,BookTransport,2018/05/18 20:29:25.841,2018/05/18 20:29:25.841,R1
Case No. 11,BookAccomodation,2018/05/18 20:32:36.841,2018/05/18 20:32:36.841,R1
Case No. 11,ApproveApplication,2018/05/18 20:36:56.841,2018/05/18 20:36:56.841,R1
Case No. 11,CollectTickets,2018/05/18 21:09:23.841,2018/05/18 21:09:23.841,R1
Case No. 11,ArchiveDocuments,2018/05/18 21:22:38.841,2018/05/18 21:22:38.841,R1
Case No. 11,DoSomethingDifferent,2018/05/18 21:31:34.841,2018/05/18 21:31:34.841,R1
Case No. 11,DoSomethingElse,2018/05/18 21:43:34.841,2018/05/18 21:43:34.841,R1
Case No. 11,DoSomething,2018/05/18 22:20:05.841,2018/05/18 22:20:05.841,R1
Case No. 11,UseTransport,2018/05/18 22:37:07.841,2018/05/18 22:37:07.841,R1
Case No. 11,DoSomething,2018/05/18 22:47:18.841,2018/05/18 22:47:18.841,R1
Case No. 11,DoSomething,2018/05/18 22:53:15.841,2018/05/18 22:53:15.841,R1
Case No. 11,DoSomething,2018/05/18 23:36:32.841,2018/05/18 23:36:32.841,R1
Case No. 12,ApplyForTrip,2018/05/18 15:52:20.611,2018/05/18 15:52:20.611,R1
Case No. 12,BookTransport,2018/05/18 16:15:12.611,2018/05/18 16:15:12.611,R2
Case No. 12,BookAccomodation,2018/05/18 16:17:25.611,2018/05/18 16:17:25.611,R1
Case No. 12,ApproveApplication,2018/05/18 16:34:16.611,2018/05/18 16:34:16.611,R1
Case No. 12,CollectTickets,2018/05/18 16:57:28.611,2018/05/18 16:57:28.611,R1
Case No. 12,ArchiveDocuments,2018/05/18 17:12:48.611,2018/05/18 17:12:48.611,R1
Case No. 12,DoSomethingElse,2018/05/18 17:38:57.611,2018/05/18 17:38:57.611,R2
Case No. 12,DoSomething,2018/05/18 18:03:32.611,2018/05/18 18:03:32.611,R2
Case No. 12,DoSomethingDifferent,2018/05/18 18:30:44.611,2018/05/18 18:30:44.611,R1
Case No. 12,UseTransport,2018/05/18 18:53:53.611,2018/05/18 18:53:53.611,R1
Case No. 12,DoSomething,2018/05/18 19:18:55.611,2018/05/18 19:18:55.611,R1
Case No. 12,DoSomething,2018/05/18 19:22:02.611,2018/05/18 19:22:02.611,R1
Case No. 12,DoSomething,2018/05/18 19:29:10.611,2018/05/18 19:29:10.611,R1
Case No. 13,ApplyForTrip,2018/05/19 00:01:46.841,2018/05/19 00:01:46.841,R2
Case No. 13,BookTransport,2018/05/19 00:48:13.841,2018/05/19 00:48:13.841,R2
Case No. 13,BookAccomodation,2018/05/19 01:13:11.841,2018/05/19 01:13:11.841,R1
Case No. 13,ApproveApplication,2018/05/19 02:00:38.841,2018/05/19 02:00:38.841,R1
Case No. 13,CollectTickets,2018/05/19 02:04:49.841,2018/05/19 02:04:49.841,R1
Case No. 13,ArchiveDocuments,2018/05/19 02:12:42.841,2018/05/19 02:12:42.841,R1
Case No. 13,DoSomethingDifferent,2018/05/19 02:32:13.841,2018/05/19 02:32:13.841,R1
Case No. 13,DoSomethingElse,2018/05/19 02:44:19.841,2018/05/19 02:44:19.841,R1
Case No. 13,DoSomething,2018/05/19 02:52:48.841,2018/05/19 02:52:48.841,R1
Case No. 13,UseTransport,2018/05/19 03:06:45.841,2018/05/19 03:06:45.841,R1
Case No. 13,DoSomething,2018/05/19 03:15:36.841,2018/05/19 03:15:36.841,R1
Case No. 13,DoSomething,2018/05/19 03:18:04.841,2018/05/19 03:18:04.841,R1
Case No. 13,DoSomething,2018/05/19 03:41:49.841,2018/05/19 03:41:49.841,R1
Case No. 14,ApplyForTrip,2018/05/18 19:49:00.611,2018/05/18 19:49:00.611,R1
Case No. 14,BookTransport,2018/05/18 20:03:41.611,2018/05/18 20:03:41.611,R1
Case No. 14,BookAccomodation,2018/05/18 20:59:55.611,2018/05/18 20:59:55.611,R1
Case No. 14,ApproveApplication,2018/05/18 21:01:53.611,2018/05/18 21:01:53.611,R1
Case No. 14,CollectTickets,2018/05/18 21:35:05.611,2018/05/18 21:35:05.611,R1
Case No. 14,ArchiveDocuments,2018/05/18 21:57:09.611,2018/05/18 21:57:09.611,R1
Case No. 14,DoSomethingElse,2018/05/18 22:17:20.611,2018/05/18 22:17:20.611,R2
Case No. 14,DoSomething,2018/05/18 22:28:48.611,2018/05/18 22:28:48.611,R2
Case No. 14,DoSomethingDifferent,2018/05/18 22:34:15.611,2018/05/18 22:34:15.611,R1
Case No. 14,UseTransport,2018/05/18 22:57:18.611,2018/05/18 22:57:18.611,R1
Case No. 14,DoSomething,2018/05/18 23:13:07.611,2018/05/18 23:13:07.611,R1
Case No. 14,DoSomething,2018/05/18 23:22:47.611,2018/05/18 23:22:47.611,R1
Case No. 14,DoSomething,2018/05/18 23:44:11.611,2018/05/18 23:44:11.611,R1
Case No. 15,ApplyForTrip,2018/05/19 03:56:22.841,2018/05/19 03:56:22.841,R1
Case No. 15,BookTransport,2018/05/19 03:57:31.841,2018/05/19 03:57:31.841,R2
Case No. 15,BookAccomodation,2018/05/19 04:04:13.841,2018/05/19 04:04:13.841,R1
Case No. 15,ApproveApplication,2018/05/19 04:06:45.841,2018/05/19 04:06:45.841,R1
Case No. 15,CollectTickets,2018/05/19 04:11:17.841,2018/05/19 04:11:17.841,R1
Case No. 15,ArchiveDocuments,2018/05/19 04:51:46.841,2018/05/19 04:51:46.841,R1
Case No. 15,DoSomethingDifferent,2018/05/19 05:07:20.841,2018/05/19 05:07:20.841,R1
Case No. 15,DoSomethingElse,2018/05/19 05:11:56.841,2018/05/19 05:11:56.841,R1
Case No. 15,DoSomething,2018/05/19 05:34:48.841,2018/05/19 05:34:48.841,R1
Case No. 15,UseTransport,2018/05/19 05:58:24.841,2018/05/19 05:58:24.841,R1
Case No. 15,DoSomething,2018/05/19 06:59:00.841,2018/05/19 06:59:00.841,R1
Case No. 15,DoSomething,2018/05/19 07:18:52.841,2018/05/19 07:18:52.841,R1
Case No. 15,DoSomething,2018/05/19 07:27:53.841,2018/05/19 07:27:53.841,R1
Case No. 16,ApplyForTrip,2018/05/18 12:07:42.609,2018/05/18 12:07:42.609,R1
Case No. 16,BookTransport,2018/05/18 13:04:44.609,2018/05/18 13:04:44.609,R1
Case No. 16,BookAccomodation,2018/05/18 13:15:54.609,2018/05/18 13:15:54.609,R1
Case No. 16,ApproveApplication,2018/05/18 13:36:31.609,2018/05/18 13:36:31.609,R2
Case No. 16,CollectTickets,2018/05/18 13:38:34.609,2018/05/18 13:38:34.609,R1
Case No. 16,ArchiveDocuments,2018/05/18 14:14:54.609,2018/05/18 14:14:54.609,R1
Case No. 16,DoSomethingElse,2018/05/18 14:16:08.609,2018/05/18 14:16:08.609,R2
Case No. 16,DoSomething,2018/05/18 14:28:51.609,2018/05/18 14:28:51.609,R1
Case No. 16,DoSomething,2018/05/18 14:41:03.609,2018/05/18 14:41:03.609,R2
Case No. 16,DoSomethingDifferent,2018/05/18 14:51:56.609,2018/05/18 14:51:56.609,R1
Case No. 16,UseTransport,2018/05/18 14:57:54.609,2018/05/18 14:57:54.609,R1
Case No. 16,DoSomething,2018/05/18 15:14:27.609,2018/05/18 15:14:27.609,R1
Case No. 16,DoSomething,2018/05/18 15:27:03.609,2018/05/18 15:27:03.609,R1
Case No. 16,DoSomething,2018/05/18 15:38:11.609,2018/05/18 15:38:11.609,R1
Case No. 17,ApplyForTrip,2018/05/19 08:13:14.841,2018/05/19 08:13:14.841,R2
Case No. 17,BookTransport,2018/05/19 08:41:45.841,2018/05/19 08:41:45.841,R2
Case No. 17,BookAccomodation,2018/05/19 09:13:39.841,2018/05/19 09:13:39.841,R2
Case No. 17,ApproveApplication,2018/05/19 09:43:05.841,2018/05/19 09:43:05.841,R1
Case No. 17,CollectTickets,2018/05/19 09:49:37.841,2018/05/19 09:49:37.841,R1
Case No. 17,ArchiveDocuments,2018/05/19 10:29:53.841,2018/05/19 10:29:53.841,R1
Case No. 17,DoSomethingDifferent,2018/05/19 10:30:17.841,2018/05/19 10:30:17.841,R1
Case No. 17,DoSomethingElse,2018/05/19 10:48:29.841,2018/05/19 10:48:29.841,R1
Case No. 17,DoSomething,2018/05/19 11:03:01.841,2018/05/19 11:03:01.841,R1
Case No. 17,UseTransport,2018/05/19 11:06:14.841,2018/05/19 11:06:14.841,R1
Case No. 17,DoSomething,2018/05/19 11:16:22.841,2018/05/19 11:16:22.841,R1
Case No. 17,DoSomething,2018/05/19 11:38:47.841,2018/05/19 11:38:47.841,R1
Case No. 17,DoSomething,2018/05/19 11:40:22.841,2018/05/19 11:40:22.841,R1
Case No. 18,ApplyForTrip,2018/05/18 23:49:25.611,2018/05/18 23:49:25.611,R2
Case No. 18,BookTransport,2018/05/18 23:51:51.611,2018/05/18 23:51:51.611,R1
Case No. 18,BookAccomodation,2018/05/19 00:09:23.611,2018/05/19 00:09:23.611,R1
Case No. 18,ApproveApplication,2018/05/19 00:15:40.611,2018/05/19 00:15:40.611,R1
Case No. 18,CollectTickets,2018/05/19 01:30:33.611,2018/05/19 01:30:33.611,R1
Case No. 18,ArchiveDocuments,2018/05/19 01:48:14.611,2018/05/19 01:48:14.611,R1
Case No. 18,DoSomethingElse,2018/05/19 01:55:46.611,2018/05/19 01:55:46.611,R2
Case No. 18,DoSomething,2018/05/19 02:01:20.611,2018/05/19 02:01:20.611,R2
Case No. 18,DoSomethingDifferent,2018/05/19 02:05:56.611,2018/05/19 02:05:56.611,R1
Case No. 18,UseTransport,2018/05/19 03:07:39.611,2018/05/19 03:07:39.611,R1
Case No. 18,DoSomething,2018/05/19 03:14:21.611,2018/05/19 03:14:21.611,R1
Case No. 18,DoSomething,2018/05/19 03:31:05.611,2018/05/19 03:31:05.611,R1
Case No. 18,DoSomething,2018/05/19 03:42:00.611,2018/05/19 03:42:00.611,R1
Case No. 19,ApplyForTrip,2018/05/18 07:46:31.292,2018/05/18 07:46:31.292,R2
Case No. 19,DoSomethingDifferent,2018/05/18 07:53:02.292,2018/05/18 07:53:02.292,R1
Case No. 19,DoSomethingElse,2018/05/18 07:58:31.292,2018/05/18 07:58:31.292,R2
Case No. 19,UseTransport,2018/05/18 08:40:35.292,2018/05/18 08:40:35.292,R1
Case No. 19,ArchiveDocuments,2018/05/18 09:26:19.292,2018/05/18 09:26:19.292,R2
Case No. 19,CollectTickets,2018/05/18 09:44:25.292,2018/05/18 09:44:25.292,R2
Case No. 19,BookAccomodation,2018/05/18 09:51:54.292,2018/05/18 09:51:54.292,R2
Case No. 19,BookTransport,2018/05/18 10:09:40.292,2018/05/18 10:09:40.292,R1
Case No. 19,ApproveApplication,2018/05/18 10:23:28.292,2018/05/18 10:23:28.292,R1
Case No. 19,DoSomethingElse,2018/05/18 10:40:55.292,2018/05/18 10:40:55.292,R2
Case No. 19,DoSomethingElse,2018/05/18 11:05:22.292,2018/05/18 11:05:22.292,R1
Case No. 19,DoSomething,2018/05/18 11:25:36.292,2018/05/18 11:25:36.292,R2
Case No. 19,DoSomething,2018/05/18 11:33:30.292,2018/05/18 11:33:30.292,R1
Case No. 20,ApplyForTrip,2018/05/18 16:00:56.609,2018/05/18 16:00:56.609,R1
Case No. 20,BookTransport,2018/05/18 16:03:27.609,2018/05/18 16:03:27.609,R1
Case No. 20,BookAccomodation,2018/05/18 16:16:48.609,2018/05/18 16:16:48.609,R1
Case No. 20,ApproveApplication,2018/05/18 16:24:29.609,2018/05/18 16:24:29.609,R1
Case No. 20,CollectTickets,2018/05/18 16:43:01.609,2018/05/18 16:43:01.609,R1
Case No. 20,ArchiveDocuments,2018/05/18 17:02:00.609,2018/05/18 17:02:00.609,R1
Case No. 20,DoSomethingElse,2018/05/18 18:06:20.609,2018/05/18 18:06:20.609,R2
Case No. 20,DoSomething,2018/05/18 18:06:33.609,2018/05/18 18:06:33.609,R1
Case No. 20,DoSomething,2018/05/18 18:15:04.609,2018/05/18 18:15:04.609,R2
Case No. 20,DoSomethingDifferent,2018/05/18 18:21:23.609,2018/05/18 18:21:23.609,R1
Case No. 20,UseTransport,2018/05/18 18:50:12.609,2018/05/18 18:50:12.609,R1
Case No. 20,DoSomething,2018/05/18 19:14:58.609,2018/05/18 19:14:58.609,R1
Case No. 20,DoSomething,2018/05/18 19:25:44.609,2018/05/18 19:25:44.609,R1
Case No. 20,DoSomething,2018/05/18 19:33:50.609,2018/05/18 19:33:50.609,R1
Case No. 21,ApplyForTrip,2018/05/19 12:19:43.841,2018/05/19 12:19:43.841,R1
Case No. 21,BookTransport,2018/05/19 13:23:07.841,2018/05/19 13:23:07.841,R1
Case No. 21,BookAccomodation,2018/05/19 13:34:42.841,2018/05/19 13:34:42.841,R2
Case No. 21,ApproveApplication,2018/05/19 13:38:19.841,2018/05/19 13:38:19.841,R1
Case No. 21,CollectTickets,2018/05/19 13:47:24.841,2018/05/19 13:47:24.841,R1
Case No. 21,ArchiveDocuments,2018/05/19 13:49:57.841,2018/05/19 13:49:57.841,R1
Case No. 21,DoSomethingDifferent,2018/05/19 13:59:22.841,2018/05/19 13:59:22.841,R1
Case No. 21,DoSomethingElse,2018/05/19 14:16:55.841,2018/05/19 14:16:55.841,R1
Case No. 21,DoSomething,2018/05/19 14:35:05.841,2018/05/19 14:35:05.841,R1
Case No. 21,UseTransport,2018/05/19 14:48:36.841,2018/05/19 14:48:36.841,R1
Case No. 21,DoSomething,2018/05/19 15:07:15.841,2018/05/19 15:07:15.841,R1
Case No. 21,DoSomething,2018/05/19 15:12:27.841,2018/05/19 15:12:27.841,R1
Case No. 21,DoSomething,2018/05/19 15:31:23.841,2018/05/19 15:31:23.841,R1
Case No. 22,ApplyForTrip,2018/05/19 03:57:45.611,2018/05/19 03:57:45.611,R2
Case No. 22,BookTransport,2018/05/19 04:01:49.611,2018/05/19 04:01:49.611,R2
Case No. 22,BookAccomodation,2018/05/19 04:03:26.611,2018/05/19 04:03:26.611,R1
Case No. 22,ApproveApplication,2018/05/19 04:08:09.611,2018/05/19 04:08:09.611,R1
Case No. 22,CollectTickets,2018/05/19 04:22:41.611,2018/05/19 04:22:41.611,R1
Case No. 22,ArchiveDocuments,2018/05/19 04:38:01.611,2018/05/19 04:38:01.611,R1
Case No. 22,DoSomethingElse,2018/05/19 04:42:22.611,2018/05/19 04:42:22.611,R2
Case No. 22,DoSomething,2018/05/19 05:19:23.611,2018/05/19 05:19:23.611,R2
Case No. 22,DoSomethingDifferent,2018/05/19 05:36:02.611,2018/05/19 05:36:02.611,R1
Case No. 22,UseTransport,2018/05/19 05:53:15.611,2018/05/19 05:53:15.611,R1
Case No. 22,DoSomething,2018/05/19 06:52:05.611,2018/05/19 06:52:05.611,R1
Case No. 22,DoSomething,2018/05/19 06:53:28.611,2018/05/19 06:53:28.611,R1
Case No. 22,DoSomething,2018/05/19 07:39:58.611,2018/05/19 07:39:58.611,R1
Case No. 23,ApplyForTrip,2018/05/19 15:50:14.841,2018/05/19 15:50:14.841,R2
Case No. 23,BookTransport,2018/05/19 16:19:39.841,2018/05/19 16:19:39.841,R1
Case No. 23,BookAccomodation,2018/05/19 16:21:11.841,2018/05/19 16:21:11.841,R2
