case,event,startTime,completeTime,Resource
Case No. 3,ArchiveDocuments,2018/05/17 09:56:28.223,2018/05/17 09:56:28.223,R20
Case No. 3,DoSomethingDifferent,2018/05/17 10:02:15.223,2018/05/17 10:02:15.223,R20
Case No. 3,DoSomethingElse,2018/05/17 10:07:26.223,2018/05/17 10:07:26.223,R18
Case No. 3,DoSomething,2018/05/17 10:12:33.223,2018/05/17 10:12:33.223,R16
Case No. 3,DoSomething,2018/05/17 10:53:01.223,2018/05/17 10:53:01.223,R20
Case No. 3,CollectTickets,2018/05/17 11:28:46.223,2018/05/17 11:28:46.223,R12
Case No. 3,ArchiveDocuments,2018/05/17 11:43:18.223,2018/05/17 11:43:18.223,R7
Case No. 4,ApplyForTrip,2018/05/17 08:29:41.218,2018/05/17 08:29:41.218,R1
Case No. 4,BookTransport,2018/05/17 08:32:03.218,2018/05/17 08:32:03.218,R3
Case No. 4,BookAccomodation,2018/05/17 08:40:36.218,2018/05/17 08:40:36.218,R5
Case No. 4,ApproveApplication,2018/05/17 09:08:10.218,2018/05/17 09:08:10.218,R7
Case No. 4,CollectTickets,2018/05/17 09:40:25.218,2018/05/17 09:40:25.218,R12
Case No. 4,ArchiveDocuments,2018/05/17 09:56:25.218,2018/05/17 09:56:25.218,R20
Case No. 4,UseTransport,2018/05/17 10:16:33.218,2018/05/17 10:16:33.218,R10
Case No. 4,DoSomethingDifferent,2018/05/17 10:28:54.218,2018/05/17 10:28:54.218,R20
Case No. 4,DoSomethingElse,2018/05/17 10:41:23.218,2018/05/17 10:41:23.218,R18
Case No. 4,DoSomething,2018/05/17 10:44:57.218,2018/05/17 10:44:57.218,R16
Case No. 4,DoSomethingElse,2018/05/17 10:46:23.218,2018/05/17 10:46:23.218,R20
Case No. 4,UseTransport,2018/05/17 11:05:33.218,2018/05/17 11:05:33.218,R12
Case No. 4,DoSomething,2018/05/17 12:05:24.218,2018/05/17 12:05:24.218,R5
Case No. 5,ApplyForTrip,2018/05/17 12:37:31.223,2018/05/17 12:37:31.223,R1
Case No. 5,BookTransport,2018/05/17 13:52:53.223,2018/05/17 13:52:53.223,R3
Case No. 5,BookAccomodation,2018/05/17 13:53:33.223,2018/05/17 13:53:33.223,R5
Case No. 5,ApproveApplication,2018/05/17 14:09:04.223,2018/05/17 14:09:04.223,R7
Case No. 5,CollectTickets,2018/05/17 14:33:04.223,2018/05/17 14:33:04.223,R12
Case No. 5,ArchiveDocuments,2018/05/17 14:37:12.223,2018/05/17 14:37:12.223,R20
Case No. 5,DoSomethingDifferent,2018/05/17 14:42:46.223,2018/05/17 14:42:46.223,R20
Case No. 5,DoSomethingElse,2018/05/17 14:57:07.223,2018/05/17 14:57:07.223,R18
Case No. 5,DoSomething,2018/05/17 15:02:23.223,2018/05/17 15:02:23.223,R16
Case No. 5,DoSomething,2018/05/17 15:19:57.223,2018/05/17 15:19:57.223,R20
Case No. 5,DoSomethingElse,2018/05/17 15:31:09.223,2018/05/17 15:31:09.223,R12
Case No. 5,DoSomething,2018/05/17 15:45:11.223,2018/05/17 15:45:11.223,R20
Case No. 6,ApplyForTrip,2018/05/17 04:14:04.074,2018/05/17 04:14:04.074,R1
Case No. 6,BookTransport,2018/05/17 05:19:24.074,2018/05/17 05:19:24.074,R3
Case No. 6,BookAccomodation,2018/05/17 05:35:33.074,2018/05/17 05:35:33.074,R5
Case No. 6,ApproveApplication,2018/05/17 05:38:39.074,2018/05/17 05:38:39.074,R7
Case No. 6,CollectTickets,2018/05/17 05:59:28.074,2018/05/17 05:59:28.074,R12
Case No. 6,ArchiveDocuments,2018/05/17 06:08:21.074,2018/05/17 06:08:21.074,R20
Case No. 6,UseTransport,2018/05/17 06:09:18.074,2018/05/17 06:09:18.074,R8
Case No. 6,DoSomethingDifferent,2018/05/17 06:10:52.074,2018/05/17 06:10:52.074,R20
Case No. 6,DoSomethingElse,2018/05/17 06:14:34.074,2018/05/17 06:14:34.074,R18
Case No. 6,DoSomething,2018/05/17 06:30:31.074,2018/05/17 06:30:31.074,R16
Case No. 6,UseTransport,2018/05/17 06:39:44.074,2018/05/17 06:39:44.074,R20
Case No. 6,ArchiveDocuments,2018/05/17 07:32:19.074,2018/05/17 07:32:19.074,R20
Case No. 6,ArchiveDocuments,2018/05/17 07:37:58.074,2018/05/17 07:37:58.074,R15
Case No. 7,ApplyForTrip,2018/05/17 17:11:58.223,2018/05/17 17:11:58.223,R1
Case No. 7,BookTransport,2018/05/17 17:27:00.223,2018/05/17 17:27:00.223,R3
Case No. 7,BookAccomodation,2018/05/17 17:42:14.223,2018/05/17 17:42:14.223,R5
Case No. 7,ApproveApplication,2018/05/17 17:52:54.223,2018/05/17 17:52:54.223,R7
Case No. 7,CollectTickets,2018/05/17 18:08:06.223,2018/05/17 18:08:06.223,R12
Case No. 7,ArchiveDocuments,2018/05/17 18:36:08.223,2018/05/17 18:36:08.223,R20
Case No. 7,DoSomethingDifferent,2018/05/17 18:40:48.223,2018/05/17 18:40:48.223,R20
Case No. 7,DoSomethingElse,2018/05/17 19:12:09.223,2018/05/17 19:12:09.223,R18
Case No. 7,DoSomething,2018/05/17 19:44:19.223,2018/05/17 19:44:19.223,R16
Case No. 7,DoSomething,2018/05/17 19:47:39.223,2018/05/17 19:47:39.223,R20
Case No. 7,DoSomething,2018/05/17 19:59:16.223,2018/05/17 19:59:16.223,R20
Case No. 7,DoSomething,2018/05/17 20:03:43.223,2018/05/17 20:03:43.223,R20
Case No. 8,ApplyForTrip,2018/05/17 12:36:40.218,2018/05/17 12:36:40.218,R1
Case No. 8,BookTransport,2018/05/17 12:51:15.218,2018/05/17 12:51:15.218,R3
Case No. 8,BookAccomodation,2018/05/17 13:05:44.218,2018/05/17 13:05:44.218,R5
Case No. 8,ApproveApplication,2018/05/17 13:09:45.218,2018/05/17 13:09:45.218,R7
Case No. 8,CollectTickets,2018/05/17 13:16:07.218,2018/05/17 13:16:07.218,R12
Case No. 8,ArchiveDocuments,2018/05/17 13:27:42.218,2018/05/17 13:27:42.218,R20
Case No. 8,UseTransport,2018/05/17 13:29:43.218,2018/05/17 13:29:43.218,R10
Case No. 8,DoSomethingDifferent,2018/05/17 13:59:01.218,2018/05/17 13:59:01.218,R20
Case No. 8,DoSomethingElse,2018/05/17 14:03:10.218,2018/05/17 14:03:10.218,R18
Case No. 8,DoSomething,2018/05/17 14:37:27.218,2018/05/17 14:37:27.218,R16
Case No. 8,DoSomething,2018/05/17 15:17:33.218,2018/05/17 15:17:33.218,R20
Case No. 8,UseTransport,2018/05/17 15:57:06.218,2018/05/17 15:57:06.218,R20
Case No. 8,DoSomething,2018/05/17 16:03:28.218,2018/05/17 16:03:28.218,R20
Case No. 9,ApplyForTrip,2018/05/17 04:24:32.932,2018/05/17 04:24:32.932,R20
Case No. 9,DoSomethingDifferent,2018/05/17 04:32:28.932,2018/05/17 04:32:28.932,R5
Case No. 9,DoSomethingElse,2018/05/17 04:46:58.932,2018/05/17 04:46:58.932,R7
Case No. 9,ArchiveDocuments,2018/05/17 04:51:28.932,2018/05/17 04:51:28.932,R11
Case No. 9,CollectTickets,2018/05/17 05:26:38.932,2018/05/17 05:26:38.932,R13
Case No. 9,BookAccomodation,2018/05/17 05:38:10.932,2018/05/17 05:38:10.932,R15
Case No. 9,BookTransport,2018/05/17 06:57:43.932,2018/05/17 06:57:43.932,R17
Case No. 9,ApproveApplication,2018/05/17 07:17:39.932,2018/05/17 07:17:39.932,R20
Case No. 9,UseTransport,2018/05/17 07:23:54.932,2018/05/17 07:23:54.932,R18
Case No. 9,BookAccomodation,2018/05/17 07:32:58.932,2018/05/17 07:32:58.932,R15
Case No. 9,CollectTickets,2018/05/17 07:41:40.932,2018/05/17 07:41:40.932,R20
Case No. 9,BookTransport,2018/05/17 07:46:41.932,2018/05/17 07:46:41.932,R12
Case No. 10,ApplyForTrip,2018/05/17 08:16:02.074,2018/05/17 08:16:02.074,R1
Case No. 10,BookTransport,2018/05/17 08:16:40.074,2018/05/17 08:16:40.074,R3
Case No. 10,BookAccomodation,2018/05/17 08:17:15.074,2018/05/17 08:17:15.074,R5
Case No. 10,ApproveApplication,2018/05/17 09:51:02.074,2018/05/17 09:51:02.074,R7
Case No. 10,CollectTickets,2018/05/17 10:02:10.074,2018/05/17 10:02:10.074,R12
Case No. 10,ArchiveDocuments,2018/05/17 10:17:51.074,2018/05/17 10:17:51.074,R20
Case No. 10,UseTransport,2018/05/17 10:25:09.074,2018/05/17 10:25:09.074,R8
Case No. 10,DoSomethingDifferent,2018/05/17 10:36:12.074,2018/05/17 10:36:12.074,R20
Case No. 10,DoSomethingElse,2018/05/17 11:13:17.074,2018/05/17 11:13:17.074,R18
Case No. 10,DoSomething,2018/05/17 11:18:51.074,2018/05/17 11:18:51.074,R16
Case No. 10,DoSomethingElse,2018/05/17 11:44:46.074,2018/05/17 11:44:46.074,R20
Case No. 10,UseTransport,2018/05/17 11:48:03.074,2018/05/17 11:48:03.074,R12
Case No. 10,DoSomething,2018/05/17 11:55:15.074,2018/05/17 11:55:15.074,R5
Case No. 11,ApplyForTrip,2018/05/17 20:16:46.223,2018/05/17 20:16:46.223,R2
Case No. 11,BookTransport,2018/05/17 20:53:27.223,2018/05/17 20:53:27.223,R3
Case No. 11,BookAccomodation,2018/05/17 20:59:36.223,2018/05/17 20:59:36.223,R5
Case No. 11,ApproveApplication,2018/05/17 21:04:10.223,2018/05/17 21:04:10.223,R7
Case No. 11,CollectTickets,2018/05/17 21:57:42.223,2018/05/17 21:57:42.223,R12
Case No. 11,ArchiveDocuments,2018/05/17 22:57:10.223,2018/05/17 22:57:10.223,R20
Case No. 11,DoSomethingDifferent,2018/05/17 22:57:39.223,2018/05/17 22:57:39.223,R20
Case No. 11,DoSomethingElse,2018/05/17 23:10:54.223,2018/05/17 23:10:54.223,R18
Case No. 11,DoSomething,2018/05/17 23:20:38.223,2018/05/17 23:20:38.223,R16
Case No. 11,DoSomething,2018/05/17 23:28:15.223,2018/05/17 23:28:15.223,R20
Case No. 11,DoSomething,2018/05/17 23:51:53.223,2018/05/17 23:51:53.223,R20
Case No. 11,DoSomething,2018/05/18 00:05:31.223,2018/05/18 00:05:31.223,R20
Case No. 12,ApplyForTrip,2018/05/17 16:40:15.218,2018/05/17 16:40:15.218,R1
Case No. 12,BookTransport,2018/05/17 17:30:43.218,2018/05/17 17:30:43.218,R3
Case No. 12,BookAccomodation,2018/05/17 17:56:29.218,2018/05/17 17:56:29.218,R5
Case No. 12,ApproveApplication,2018/05/17 17:58:38.218,2018/05/17 17:58:38.218,R7
Case No. 12,CollectTickets,2018/05/17 18:13:38.218,2018/05/17 18:13:38.218,R12
Case No. 12,ArchiveDocuments,2018/05/17 18:34:30.218,2018/05/17 18:34:30.218,R20
Case No. 12,UseTransport,2018/05/17 18:36:48.218,2018/05/17 18:36:48.218,R10
Case No. 12,DoSomethingDifferent,2018/05/17 18:55:22.218,2018/05/17 18:55:22.218,R20
Case No. 12,DoSomethingElse,2018/05/17 18:57:26.218,2018/05/17 18:57:26.218,R18
Case No. 12,DoSomething,2018/05/17 19:14:13.218,2018/05/17 19:14:13.218,R16
Case No. 12,DoSomethingElse,2018/05/17 19:21:24.218,2018/05/17 19:21:24.218,R20
Case No. 12,DoSomething,2018/05/17 19:23:05.218,2018/05/17 19:23:05.218,R20
Case No. 12,DoSomething,2018/05/17 20:10:07.218,2018/05/17 20:10:07.218,R20
Case No. 13,ApplyForTrip,2018/05/18 00:22:21.223,2018/05/18 00:22:21.223,R2
Case No. 13,BookTransport,2018/05/18 00:59:18.223,2018/05/18 00:59:18.223,R3
Case No. 13,BookAccomodation,2018/05/18 00:59:56.223,2018/05/18 00:59:56.223,R5
Case No. 13,ApproveApplication,2018/05/18 01:07:00.223,2018/05/18 01:07:00.223,R7
Case No. 13,CollectTickets,2018/05/18 01:29:30.223,2018/05/18 01:29:30.223,R12
Case No. 13,ArchiveDocuments,2018/05/18 01:53:06.223,2018/05/18 01:53:06.223,R13
Case No. 13,DoSomethingDifferent,2018/05/18 02:05:50.223,2018/05/18 02:05:50.223,R20
Case No. 13,DoSomethingElse,2018/05/18 02:20:40.223,2018/05/18 02:20:40.223,R18
Case No. 13,DoSomething,2018/05/18 02:43:28.223,2018/05/18 02:43:28.223,R16
Case No. 13,DoSomething,2018/05/18 02:50:56.223,2018/05/18 02:50:56.223,R20
Case No. 13,DoSomething,2018/05/18 03:17:06.223,2018/05/18 03:17:06.223,R20
Case No. 13,DoSomething,2018/05/18 03:57:29.223,2018/05/18 03:57:29.223,R20
Case No. 14,ApplyForTrip,2018/05/17 20:14:23.218,2018/05/17 20:14:23.218,R2
Case No. 14,BookTransport,2018/05/17 20:21:00.218,2018/05/17 20:21:00.218,R3
Case No. 14,BookAccomodation,2018/05/17 20:41:38.218,2018/05/17 20:41:38.218,R5
Case No. 14,ApproveApplication,2018/05/17 20:44:53.218,2018/05/17 20:44:53.218,R7
Case No. 14,CollectTickets,2018/05/17 20:51:39.218,2018/05/17 20:51:39.218,R12
Case No. 14,ArchiveDocuments,2018/05/17 21:00:08.218,2018/05/17 21:00:08.218,R20
Case No. 14,UseTransport,2018/05/17 21:49:43.218,2018/05/17 21:49:43.218,R10
Case No. 14,DoSomethingDifferent,2018/05/17 22:56:30.218,2018/05/17 22:56:30.218,R20
Case No. 14,DoSomethingElse,2018/05/17 23:12:23.218,2018/05/17 23:12:23.218,R18
Case No. 14,DoSomething,2018/05/17 23:42:37.218,2018/05/17 23:42:37.218,R16
Case No. 14,DoSomethingElse,2018/05/17 23:47:49.218,2018/05/17 23:47:49.218,R20
Case No. 14,DoSomething,2018/05/17 23:54:48.218,2018/05/17 23:54:48.218,R20
Case No. 14,DoSomething,2018/05/17 23:57:38.218,2018/05/17 23:57:38.218,R20
Case No. 15,ApplyForTrip,2018/05/18 04:36:27.223,2018/05/18 04:36:27.223,R1
Case No. 15,BookTransport,2018/05/18 05:13:06.223,2018/05/18 05:13:06.223,R3
Case No. 15,BookAccomodation,2018/05/18 05:35:57.223,2018/05/18 05:35:57.223,R5
Case No. 15,ApproveApplication,2018/05/18 06:07:36.223,2018/05/18 06:07:36.223,R7
Case No. 15,CollectTickets,2018/05/18 06:15:52.223,2018/05/18 06:15:52.223,R12
Case No. 15,ArchiveDocuments,2018/05/18 06:51:02.223,2018/05/18 06:51:02.223,R19
Case No. 15,DoSomethingDifferent,2018/05/18 06:59:20.223,2018/05/18 06:59:20.223,R20
Case No. 15,DoSomethingElse,2018/05/18 07:02:07.223,2018/05/18 07:02:07.223,R18
Case No. 15,DoSomething,2018/05/18 07:18:16.223,2018/05/18 07:18:16.223,R16
Case No. 15,DoSomething,2018/05/18 07:22:48.223,2018/05/18 07:22:48.223,R20
Case No. 15,DoSomething,2018/05/18 07:32:20.223,2018/05/18 07:32:20.223,R20
Case No. 15,DoSomething,2018/05/18 07:54:17.223,2018/05/18 07:54:17.223,R20
Case No. 16,ApplyForTrip,2018/05/17 12:44:26.074,2018/05/17 12:44:26.074,R1
Case No. 16,BookTransport,2018/05/17 12:57:50.074,2018/05/17 12:57:50.074,R3
Case No. 16,BookAccomodation,2018/05/17 13:00:58.074,2018/05/17 13:00:58.074,R5
Case No. 16,ApproveApplication,2018/05/17 13:14:02.074,2018/05/17 13:14:02.074,R7
Case No. 16,CollectTickets,2018/05/17 13:33:34.074,2018/05/17 13:33:34.074,R12
Case No. 16,ArchiveDocuments,2018/05/17 13:49:19.074,2018/05/17 13:49:19.074,R20
Case No. 16,UseTransport,2018/05/17 13:49:47.074,2018/05/17 13:49:47.074,R8
Case No. 16,DoSomethingDifferent,2018/05/17 14:30:41.074,2018/05/17 14:30:41.074,R20
Case No. 16,DoSomethingElse,2018/05/17 15:38:08.074,2018/05/17 15:38:08.074,R18
Case No. 16,DoSomething,2018/05/17 15:47:36.074,2018/05/17 15:47:36.074,R16
Case No. 16,DoSomething,2018/05/17 15:57:33.074,2018/05/17 15:57:33.074,R20
Case No. 16,UseTransport,2018/05/17 16:01:57.074,2018/05/17 16:01:57.074,R20
Case No. 16,DoSomething,2018/05/17 16:07:22.074,2018/05/17 16:07:22.074,R20
Case No. 17,ApplyForTrip,2018/05/18 08:58:18.223,2018/05/18 08:58:18.223,R2
Case No. 17,BookTransport,2018/05/18 09:20:03.223,2018/05/18 09:20:03.223,R3
Case No. 17,BookAccomodation,2018/05/18 09:28:14.223,2018/05/18 09:28:14.223,R5
Case No. 17,ApproveApplication,2018/05/18 09:28:56.223,2018/05/18 09:28:56.223,R7
Case No. 17,CollectTickets,2018/05/18 09:29:52.223,2018/05/18 09:29:52.223,R12
Case No. 17,ArchiveDocuments,2018/05/18 09:46:47.223,2018/05/18 09:46:47.223,R19
Case No. 17,DoSomethingDifferent,2018/05/18 10:20:21.223,2018/05/18 10:20:21.223,R20
Case No. 17,DoSomethingElse,2018/05/18 10:25:17.223,2018/05/18 10:25:17.223,R18
Case No. 17,DoSomething,2018/05/18 10:34:20.223,2018/05/18 10:34:20.223,R16
Case No. 17,DoSomething,2018/05/18 10:34:24.223,2018/05/18 10:34:24.223,R20
Case No. 17,DoSomething,2018/05/18 11:16:40.223,2018/05/18 11:16:40.223,R20
Case No. 17,DoSomething,2018/05/18 11:55:17.223,2018/05/18 11:55:17.223,R20
Case No. 18,ApplyForTrip,2018/05/18 00:16:56.218,2018/05/18 00:16:56.218,R1
Case No. 18,BookTransport,2018/05/18 01:11:43.218,2018/05/18 01:11:43.218,R3
Case No. 18,BookAccomodation,2018/05/18 01:41:15.218,2018/05/18 01:41:15.218,R5
Case No. 18,ApproveApplication,2018/05/18 01:41:16.218,2018/05/18 01:41:16.218,R7
Case No. 18,CollectTickets,2018/05/18 01:42:40.218,2018/05/18 01:42:40.218,R12
Case No. 18,ArchiveDocuments,2018/05/18 02:08:41.218,2018/05/18 02:08:41.218,R20
Case No. 18,UseTransport,2018/05/18 02:13:13.218,2018/05/18 02:13:13.218,R10
Case No. 18,DoSomethingDifferent,2018/05/18 02:21:29.218,2018/05/18 02:21:29.218,R20
Case No. 18,DoSomethingElse,2018/05/18 02:56:15.218,2018/05/18 02:56:15.218,R18
Case No. 18,DoSomething,2018/05/18 03:13:31.218,2018/05/18 03:13:31.218,R16
Case No. 18,DoSomething,2018/05/18 03:34:50.218,2018/05/18 03:34:50.218,R20
Case No. 18,DoSomething,2018/05/18 03:53:38.218,2018/05/18 03:53:38.218,R20
Case No. 18,DoSomething,2018/05/18 04:05:25.218,2018/05/18 04:05:25.218,R20
Case No. 19,ApplyForTrip,2018/05/17 08:16:35.932,2018/05/17 08:16:35.932,R20
Case No. 19,DoSomethingDifferent,2018/05/17 08:24:04.932,2018/05/17 08:24:04.932,R5
Case No. 19,DoSomethingElse,2018/05/17 08:47:30.932,2018/05/17 08:47:30.932,R7
Case No. 19,ArchiveDocuments,2018/05/17 09:13:23.932,2018/05/17 09:13:23.932,R11
Case No. 19,CollectTickets,2018/05/17 09:41:07.932,2018/05/17 09:41:07.932,R13
Case No. 19,BookAccomodation,2018/05/17 10:14:57.932,2018/05/17 10:14:57.932,R15
Case No. 19,BookTransport,2018/05/17 10:25:31.932,2018/05/17 10:25:31.932,R17
Case No. 19,ApproveApplication,2018/05/17 10:27:14.932,2018/05/17 10:27:14.932,R20
Case No. 19,ArchiveDocuments,2018/05/17 10:49:47.932,2018/05/17 10:49:47.932,R12
Case No. 19,UseTransport,2018/05/17 11:00:53.932,2018/05/17 11:00:53.932,R12
Case No. 19,DoSomethingElse,2018/05/17 11:22:08.932,2018/05/17 11:22:08.932,R12
Case No. 19,DoSomething,2018/05/17 11:54:46.932,2018/05/17 11:54:46.932,R20
Case No. 20,ApplyForTrip,2018/05/17 16:41:16.074,2018/05/17 16:41:16.074,R1
Case No. 20,BookTransport,2018/05/17 17:19:30.074,2018/05/17 17:19:30.074,R3
Case No. 20,BookAccomodation,2018/05/17 17:23:24.074,2018/05/17 17:23:24.074,R5
Case No. 20,ApproveApplication,2018/05/17 17:34:21.074,2018/05/17 17:34:21.074,R7
Case No. 20,CollectTickets,2018/05/17 17:59:46.074,2018/05/17 17:59:46.074,R12
Case No. 20,ArchiveDocuments,2018/05/17 18:07:04.074,2018/05/17 18:07:04.074,R20
Case No. 20,UseTransport,2018/05/17 18:45:47.074,2018/05/17 18:45:47.074,R8
Case No. 20,DoSomethingDifferent,2018/05/17 18:50:07.074,2018/05/17 18:50:07.074,R20
Case No. 20,DoSomethingElse,2018/05/17 19:01:50.074,2018/05/17 19:01:50.074,R18
Case No. 20,DoSomething,2018/05/17 19:02:51.074,2018/05/17 19:02:51.074,R16
Case No. 20,DoSomethingElse,2018/05/17 19:31:11.074,2018/05/17 19:31:11.074,R20
Case No. 20,DoSomething,2018/05/17 19:31:57.074,2018/05/17 19:31:57.074,R20
Case No. 20,DoSomething,2018/05/17 19:54:30.074,2018/05/17 19:54:30.074,R20
Case No. 21,ApplyForTrip,2018/05/18 12:11:36.223,2018/05/18 12:11:36.223,R1
Case No. 21,BookTransport,2018/05/18 12:33:49.223,2018/05/18 12:33:49.223,R3
Case No. 21,BookAccomodation,2018/05/18 12:51:12.223,2018/05/18 12:51:12.223,R5
Case No. 21,ApproveApplication,2018/05/18 13:21:42.223,2018/05/18 13:21:42.223,R7
Case No. 21,CollectTickets,2018/05/18 13:23:07.223,2018/05/18 13:23:07.223,R12
Case No. 21,ArchiveDocuments,2018/05/18 13:23:48.223,2018/05/18 13:23:48.223,R13
Case No. 21,DoSomethingDifferent,2018/05/18 13:37:32.223,2018/05/18 13:37:32.223,R20
Case No. 21,DoSomethingElse,2018/05/18 13:57:21.223,2018/05/18 13:57:21.223,R18
Case No. 21,DoSomething,2018/05/18 14:04:40.223,2018/05/18 14:04:40.223,R16
Case No. 21,DoSomething,2018/05/18 14:18:06.223,2018/05/18 14:18:06.223,R20
Case No. 21,DoSomething,2018/05/18 14:24:48.223,2018/05/18 14:24:48.223,R20
Case No. 21,DoSomething,2018/05/18 14:36:46.223,2018/05/18 14:36:46.223,R20
Case No. 22,ApplyForTrip,2018/05/18 04:18:25.218,2018/05/18 04:18:25.218,R2
Case No. 22,BookTransport,2018/05/18 04:37:21.218,2018/05/18 04:37:21.218,R3
Case No. 22,BookAccomodation,2018/05/18 04:56:51.218,2018/05/18 04:56:51.218,R5
Case No. 22,ApproveApplication,2018/05/18 05:30:21.218,2018/05/18 05:30:21.218,R7
Case No. 22,CollectTickets,2018/05/18 05:56:00.218,2018/05/18 05:56:00.218,R12
Case No. 22,ArchiveDocuments,2018/05/18 06:40:25.218,2018/05/18 06:40:25.218,R20
Case No. 22,UseTransport,2018/05/18 06:48:19.218,2018/05/18 06:48:19.218,R10
Case No. 22,DoSomethingDifferent,2018/05/18 07:05:04.218,2018/05/18 07:05:04.218,R20
Case No. 22,DoSomethingElse,2018/05/18 07:20:59.218,2018/05/18 07:20:59.218,R18
Case No. 22,DoSomething,2018/05/18 07:39:00.218,2018/05/18 07:39:00.218,R16
Case No. 22,DoSomething,2018/05/18 07:48:46.218,2018/05/18 07:48:46.218,R20
Case No. 22,DoSomething,2018/05/18 07:50:11.218,2018/05/18 07:50:11.218,R20
Case No. 22,DoSomething,2018/05/18 07:58:39.218,2018/05/18 07:58:39.218,R20
Case No. 23,ApplyForTrip,2018/05/18 16:13:55.223,2018/05/18 16:13:55.223,R1
Case No. 23,BookTransport,2018/05/18 16:16:24.223,2018/05/18 16:16:24.223,R3
Case No. 23,BookAccomodation,2018/05/18 16:50:28.223,2018/05/18 16:50:28.223,R5
Case No. 23,ApproveApplication,2018/05/18 16:54:30.223,2018/05/18 16:54:30.223,R7
Case No. 23,CollectTickets,2018/05/18 17:37:12.223,2018/05/18 17:37:12.223,R12
Case No. 23,ArchiveDocuments,2018/05/18 17:46:16.223,2018/05/18 17:46:16.223,R18
Case No. 23,DoSomethingDifferent,2018/05/18 17:50:09.223,2018/05/18 17:50:09.223,R20
Case No. 23,DoSomethingElse,2018/05/18 18:01:46.223,2018/05/18 18:01:46.223,R18
Case No. 23,DoSomething,2018/05/18 18:23:14.223,2018/05/18 18:23:14.223,R16
Case No. 23,DoSomething,2018/05/18 18:36:34.223,2018/05/18 18:36:34.223,R20
Case No. 23,DoSomething,2018/05/18 19:42:39.223,2018/05/18 19:42:39.223,R20
Case No. 23,DoSomething,2018/05/18 19:49:43.223,2018/05/18 19:49:43.223,R20
Case No. 24,ApplyForTrip,2018/05/18 09:20:18.218,2018/05/18 09:20:18.218,R2
Case No. 24,BookTransport,2018/05/18 09:31:33.218,2018/05/18 09:31:33.218,R3
Case No. 24,BookAccomodation,2018/05/18 09:37:47.218,2018/05/18 09:37:47.218,R5
Case No. 24,ApproveApplication,2018/05/18 09:46:32.218,2018/05/18 09:46:32.218,R7
Case No. 24,CollectTickets,2018/05/18 10:11:54.218,2018/05/18 10:11:54.218,R12
