CaseID,ActivityID,CompleteTimestamp,GroupID
125,8,2010-08-19 17:49:49,2
125,9,2010-08-19 18:07:15,3
125,8,2010-09-13 16:15:21,3
125,6,2010-09-13 16:49:39,1
126,1,2012-07-25 23:34:31,2
126,1,2012-08-27 21:28:50,7
126,6,2012-08-27 22:18:05,3
127,1,2010-03-12 18:28:49,1
127,8,2010-03-12 18:29:00,2
127,6,2010-03-12 18:37:27,10
128,1,2011-11-28 17:10:27,3
128,6,2011-11-28 18:46:59,1
128,6,2011-11-28 18:46:59,2
130,3,2010-04-08 16:58:03,1
130,1,2010-04-08 17:01:05,3
130,8,2010-04-08 17:01:11,2
130,6,2010-04-08 17:01:19,1
132,1,2012-06-21 20:50:46,2
132,8,2012-06-21 21:30:02,2
132,9,2012-06-21 22:32:08,2
132,6,2012-06-25 20:03:33,2
133,1,2011-01-26 20:24:58,1
133,1,2011-01-26 20:59:56,2
133,8,2011-01-26 21:00:03,2
133,6,2011-01-28 23:29:17,2
134,1,2011-04-19 22:42:45,2
134,8,2011-04-19 22:45:25,2
134,6,2011-04-19 22:45:42,10
135,1,2011-02-08 20:57:41,1
135,8,2011-02-08 20:58:01,3
135,9,2011-02-10 17:27:30,2
135,8,2011-02-14 21:01:11,7
135,6,2011-02-14 21:02:59,2
135,8,2011-03-03 18:46:37,2
135,6,2011-03-03 23:05:29,10
136,1,2012-06-06 22:48:56,1
136,8,2012-06-07 20:19:44,1
136,6,2012-06-08 15:13:29,1
137,1,2011-08-05 21:00:13,3
137,8,2011-08-11 18:30:47,2
137,9,2011-08-12 21:42:55,7
137,6,2011-08-19 20:25:37,2
138,1,2012-03-02 18:13:46,2
138,8,2012-03-02 18:13:56,10
138,6,2012-03-02 18:34:03,10
139,1,2010-04-19 15:44:31,1
139,8,2010-04-19 17:15:20,1
139,6,2010-04-19 17:26:05,2
141,1,2011-01-12 19:39:32,10
141,8,2011-01-12 19:39:56,5
141,9,2011-01-12 19:50:26,3
141,8,2011-01-12 20:07:51,2
141,9,2011-01-12 20:34:34,5
141,8,2011-01-26 18:25:14,5
141,6,2011-01-26 18:26:04,5
142,1,2012-03-07 20:00:05,11
142,8,2012-03-08 22:53:36,5
142,6,2012-03-09 23:48:25,2
146,1,2010-10-05 22:55:27,5
146,8,2010-10-05 23:09:10,12
146,6,2010-10-05 23:09:39,12
148,1,2012-01-09 20:19:35,12
148,8,2012-01-10 01:14:26,11
148,6,2012-01-10 01:14:53,12
148,6,2012-01-10 01:14:53,11
149,1,2011-02-09 23:35:27,2
149,8,2011-02-10 00:16:21,12
149,6,2011-02-10 00:24:44,3
150,3,2011-05-18 16:39:41,5
150,1,2011-05-18 16:39:49,5
150,8,2011-05-18 16:41:36,2
150,9,2011-05-23 23:20:54,2
150,8,2011-05-26 15:55:33,11
150,6,2011-05-26 15:56:00,5
151,1,2010-02-10 19:25:33,2
151,8,2010-02-10 19:33:38,2
151,6,2010-02-10 19:33:49,5
152,1,2012-05-18 20:08:58,2
152,8,2012-05-24 18:00:37,2
152,6,2012-05-25 16:12:16,2
153,1,2012-07-02 15:35:06,11
153,8,2012-07-02 19:00:33,2
153,6,2012-07-02 19:01:29,2
155,1,2010-12-15 01:19:51,3
155,8,2010-12-17 19:45:21,2
155,9,2010-12-24 00:26:07,2
155,8,2011-01-18 20:15:13,2
155,6,2011-01-18 20:15:29,3
157,1,2011-05-24 15:13:23,12
157,8,2011-05-31 23:42:09,12
157,6,2011-06-06 18:19:01,12
158,1,2010-09-20 23:57:01,2
158,8,2010-09-21 15:45:37,2
158,6,2010-09-21 15:53:48,2
159,1,2011-09-21 15:12:16,2
159,8,2011-09-21 15:46:44,3
159,6,2011-09-27 21:20:30,8
160,1,2011-02-25 19:55:02,2
160,8,2011-02-25 22:26:45,2
160,6,2011-02-25 22:28:30,1
161,1,2010-08-10 15:16:09,2
161,8,2010-08-12 18:33:35,3
161,6,2010-08-13 15:24:41,2
162,1,2011-10-04 23:47:43,2
162,1,2011-10-07 21:29:10,2
162,6,2011-10-07 21:30:00,2
163,1,2010-10-15 16:27:20,3
163,8,2010-10-27 19:46:30,1
163,6,2010-10-27 19:46:36,2
164,1,2010-09-28 20:44:01,2
164,8,2010-09-28 20:46:50,1
164,6,2010-09-28 22:03:08,1
165,1,2012-01-14 01:36:23,2
165,6,2012-01-14 01:36:49,2
166,1,2010-02-11 17:48:50,1
166,8,2010-02-24 01:56:28,2
166,6,2010-02-24 01:56:36,1
167,1,2011-11-23 23:43:38,3
167,8,2011-11-25 19:12:19,3
167,9,2011-11-25 23:01:18,3
167,6,2011-11-28 18:25:00,13
167,6,2011-11-28 18:25:02,13
168,1,2012-01-09 19:01:47,13
168,8,2012-01-09 20:20:28,13
168,6,2012-01-09 20:21:29,3
170,1,2012-05-02 23:54:51,3
170,8,2012-05-03 15:51:09,3
170,9,2012-05-03 16:01:21,13
170,8,2012-05-17 15:46:38,3
170,9,2012-05-17 15:47:13,3
170,6,2012-05-18 15:18:57,3
171,1,2011-08-29 22:12:48,3
171,1,2011-08-30 17:49:49,14
171,8,2011-08-30 18:06:35,15
171,6,2011-08-31 15:34:45,16
172,1,2010-09-17 00:02:20,17
172,8,2010-09-21 22:03:12,17
172,6,2010-09-27 18:08:54,15
173,1,2010-11-15 18:15:12,14
173,1,2010-11-15 18:15:27,17
173,8,2010-11-16 21:58:01,15
173,6,2010-11-16 22:01:14,14
174,1,2011-10-24 18:22:28,15
174,8,2011-11-04 00:48:18,15
174,9,2011-11-05 01:24:35,15
174,6,2011-11-09 23:20:52,17
175,1,2010-10-05 15:46:59,17
175,8,2010-10-05 15:59:41,15
175,6,2010-10-05 16:00:18,15
176,1,2012-07-17 18:44:26,14
176,8,2012-07-17 18:44:48,15
176,6,2012-07-18 21:11:34,17
177,1,2012-01-18 17:12:04,16
177,8,2012-01-18 17:21:52,17
177,6,2012-01-18 18:42:03,15
178,1,2012-02-22 23:49:43,15
178,8,2012-02-22 23:49:52,15
178,6,2012-02-29 18:36:49,15
179,1,2012-04-11 21:30:07,15
179,8,2012-04-12 17:29:39,15
179,6,2012-04-12 20:57:39,15
180,1,2011-10-06 18:23:22,15
180,8,2011-10-06 22:07:44,15
180,6,2011-10-06 22:31:30,15
181,1,2011-09-29 17:51:55,15
181,6,2011-09-30 21:14:19,15
182,1,2010-05-20 16:31:32,15
182,8,2010-05-24 18:55:17,16
182,6,2010-05-24 18:59:57,15
183,3,2010-05-19 23:08:49,14
183,1,2010-05-20 15:53:47,14
183,8,2010-05-24 15:15:57,15
183,6,2010-05-24 15:18:09,14
185,1,2010-11-02 22:49:59,15
185,8,2010-11-03 23:06:18,15
185,9,2010-11-03 23:06:51,17
185,8,2010-11-18 18:52:12,15
185,6,2010-11-18 18:52:18,15
186,1,2012-07-13 16:20:00,15
186,8,2012-07-13 21:25:40,14
186,9,2012-07-13 21:48:10,14
186,6,2012-07-18 15:05:36,16
187,1,2010-10-25 21:14:08,16
187,8,2010-10-27 21:27:14,16
187,6,2010-10-27 21:29:30,14
188,1,2012-01-09 22:58:58,15
188,8,2012-01-09 22:59:09,14
188,6,2012-01-10 18:03:01,14
189,1,2010-02-02 22:49:13,15
189,1,2010-02-02 23:04:15,17
189,8,2010-02-03 23:27:07,16
189,6,2010-02-03 23:27:16,15
190,1,2011-02-22 00:36:25,15
190,8,2011-02-22 01:44:27,15
190,6,2011-03-03 23:26:19,14
194,1,2012-02-08 20:28:03,15
194,8,2012-02-10 19:28:30,14
194,6,2012-03-05 20:31:08,18
195,1,2010-09-21 18:53:00,18
195,8,2010-09-23 17:25:07,18
195,9,2010-09-27 18:09:43,19
195,8,2010-09-29 15:06:22,19
195,9,2010-09-29 16:04:55,19
195,8,2010-09-29 20:29:35,18
195,6,2010-09-29 20:29:47,18
196,1,2011-11-16 19:45:30,5
196,8,2011-11-17 22:31:33,12
196,6,2011-11-17 22:32:09,2
197,1,2012-06-01 16:18:57,2
197,8,2012-06-04 15:56:22,5
197,6,2012-06-04 17:46:33,2
197,6,2012-06-04 17:46:33,1
198,1,2011-04-28 21:46:15,12
198,8,2011-04-28 21:46:46,5
198,6,2011-05-09 23:43:48,2
199,8,2011-12-14 00:45:50,2
199,6,2011-12-14 19:27:28,5
200,1,2012-04-12 22:59:24,2
200,8,2012-04-13 23:07:02,11
200,6,2012-04-16 21:40:01,4
201,1,2011-08-22 15:06:31,3
201,8,2011-08-22 17:14:28,3
201,6,2011-08-22 17:31:48,2
203,1,2010-06-11 18:18:02,4
203,8,2010-06-11 20:22:40,2
203,6,2010-06-16 16:04:16,2
204,1,2011-11-01 00:30:39,2
204,8,2011-11-01 00:30:50,2
204,6,2011-11-02 22:41:11,2
205,1,2010-12-07 20:10:52,2
205,8,2010-12-09 20:19:43,2
205,9,2010-12-20 23:24:30,2
205,8,2010-12-21 22:36:16,2
205,6,2010-12-21 23:31:29,1
206,1,2011-03-04 19:26:28,2
206,8,2011-03-04 19:29:32,2
206,9,2011-03-04 20:32:51,2
206,8,2011-03-11 20:48:16,2
206,6,2011-03-11 20:48:28,2
207,1,2011-06-21 21:40:37,5
207,8,2011-06-23 21:54:10,2
207,6,2011-07-11 15:42:06,4
208,1,2010-10-12 18:50:55,5
208,8,2010-10-12 20:58:07,1
208,6,2010-10-12 23:05:33,3
209,1,2012-01-11 19:39:43,2
209,8,2012-01-11 19:40:06,2
209,6,2012-01-11 19:41:58,2
211,1,2012-08-02 18:02:57,2
211,6,2012-08-03 20:56:13,2
212,1,2012-05-14 20:39:34,1
212,8,2012-05-14 20:39:41,1
212,6,2012-05-14 21:28:38,2
213,1,2011-07-19 18:43:29,2
213,6,2011-07-27 16:19:08,2
214,1,2011-01-26 17:16:35,2
214,1,2011-01-26 17:57:02,2
214,8,2011-01-26 17:57:35,1
214,6,2011-01-27 17:24:33,1
215,1,2010-04-15 15:13:46,2
215,8,2010-04-27 22:30:12,1
215,6,2010-04-27 22:30:18,1
216,1,2010-03-24 20:14:07,2
216,1,2010-03-24 20:14:29,1
216,8,2010-03-24 20:14:37,1
216,6,2010-03-24 20:14:41,2
217,1,2011-03-04 18:34:36,2
217,8,2011-03-04 18:35:05,1
217,6,2011-03-09 00:20:32,1
218,1,2011-03-26 01:16:00,7
218,8,2011-03-26 01:17:36,8
218,6,2011-03-26 01:31:47,7
218,8,2011-03-28 17:02:16,8
218,9,2011-03-31 23:35:15,7
218,8,2011-04-08 20:49:14,7
218,6,2011-04-08 21:01:12,7
219,8,2011-11-11 19:10:51,20
219,9,2011-11-11 19:52:25,7
219,8,2011-11-15 17:46:26,8
219,6,2011-11-15 17:47:32,3
219,6,2011-11-15 17:47:33,7
220,1,2011-07-25 19:03:37,7
220,8,2011-07-28 21:41:04,8
220,9,2011-08-04 17:47:48,8
220,6,2011-08-04 21:25:57,7
221,1,2011-11-23 19:46:01,7
221,8,2011-11-26 00:11:06,7
221,6,2011-11-28 20:46:18,7
222,1,2012-02-01 20:34:03,20
222,6,2012-02-01 20:35:16,7
223,1,2012-03-15 22:28:02,7
223,8,2012-03-16 20:30:26,21
223,6,2012-03-17 00:29:01,7
223,6,2012-03-17 00:29:02,8
224,1,2012-05-28 22:20:59,3
224,8,2012-05-28 22:21:21,7
224,9,2012-05-28 22:41:06,8
224,6,2012-05-29 16:06:03,7
225,1,2011-07-21 21:48:19,7
225,6,2011-07-22 21:05:46,7
226,1,2011-04-12 00:01:34,20
226,8,2011-04-12 00:01:52,8
226,6,2011-04-13 18:20:49,7
227,1,2011-05-17 17:14:34,8
227,8,2011-05-17 17:14:52,2
227,6,2011-05-20 20:41:53,1
228,1,2010-09-22 23:39:16,2
228,8,2010-09-23 16:37:42,2
228,6,2010-09-23 16:38:14,2
229,1,2011-11-23 18:44:28,2
229,6,2011-11-23 20:21:30,1
231,1,2010-10-19 22:08:14,1
231,1,2010-10-21 00:03:58,1
231,8,2010-10-21 00:04:16,1
231,6,2010-10-21 16:26:29,2
234,1,2010-06-23 23:57:59,1
234,1,2010-06-28 20:12:55,2
234,8,2010-07-07 18:10:15,2
234,6,2010-07-07 18:10:30,2
236,1,2011-01-19 19:08:18,4
236,8,2011-02-05 01:33:09,1
236,6,2011-02-07 19:48:08,2
238,1,2010-07-23 22:27:40,1
238,8,2010-07-27 15:36:36,1
238,6,2010-07-27 15:37:32,4
239,1,2011-07-14 21:26:36,1
239,8,2011-07-14 23:50:15,4
239,6,2011-08-03 16:14:00,2
240,1,2011-07-27 23:30:16,1
240,8,2011-08-02 23:54:16,1
240,6,2011-08-10 20:43:40,2
241,1,2012-05-17 23:53:08,1
241,8,2012-05-18 14:58:20,2
241,6,2012-05-21 16:27:17,2
242,1,2012-08-02 17:26:04,1
242,8,2012-08-22 22:24:49,1
242,6,2012-08-22 22:28:26,2
243,1,2012-06-20 22:41:25,2
243,8,2012-06-20 22:44:02,7
243,6,2012-06-20 22:44:33,22
244,1,2010-11-25 02:02:59,22
244,8,2010-11-25 02:21:52,22
244,6,2010-11-25 02:22:00,22
245,1,2010-04-28 23:21:11,7
245,8,2010-04-29 18:15:16,7
245,6,2010-05-03 20:56:35,22
246,1,2010-10-27 23:21:46,7
246,1,2010-11-02 23:57:09,7
246,8,2010-11-02 23:57:16,22
246,6,2010-11-02 23:57:22,22
247,3,2012-08-10 14:59:37,7
247,8,2012-08-10 15:02:47,7
247,6,2012-08-10 15:18:58,7
248,1,2011-11-08 22:32:15,7
248,6,2011-11-09 17:39:45,7
248,6,2011-11-09 17:39:46,7
249,1,2011-04-20 15:34:05,22
249,8,2011-04-20 15:35:25,22
249,6,2011-04-27 17:53:20,7
250,1,2011-02-23 02:06:59,22
250,8,2011-02-23 02:07:16,7
250,6,2011-02-28 19:43:36,7
251,1,2012-06-26 22:50:34,22
251,8,2012-07-03 15:44:06,22
251,6,2012-07-06 16:50:50,7
252,1,2011-01-19 23:55:14,7
252,8,2011-01-19 23:55:35,7
252,6,2011-01-21 00:21:38,7
252,8,2011-01-24 22:38:44,7
252,6,2011-02-28 18:40:26,22
254,1,2010-11-23 18:55:28,7
254,8,2010-11-30 23:09:41,7
254,6,2010-11-30 23:10:42,7
255,1,2012-03-06 17:24:19,22
255,8,2012-03-06 22:39:56,22
255,6,2012-03-06 23:07:30,7
256,1,2011-01-12 01:41:38,7
256,8,2011-01-27 19:59:56,22
256,6,2011-01-27 20:00:26,7
257,1,2011-01-28 20:42:47,22
257,8,2011-02-09 22:50:46,7
257,6,2011-02-09 22:50:56,7
258,1,2010-12-02 18:21:12,7
258,8,2010-12-02 19:16:17,7
258,9,2010-12-02 19:16:35,7
258,8,2010-12-07 01:45:40,7
258,6,2010-12-07 01:45:48,22
259,1,2010-03-23 17:10:15,22
259,1,2010-03-24 17:39:07,22
259,8,2010-03-24 17:39:20,22
259,6,2010-05-06 15:36:35,7
260,1,2010-10-18 21:15:06,22
260,1,2010-10-18 21:29:40,7
260,8,2010-10-19 18:17:06,7
260,6,2010-11-15 22:47:26,22
261,1,2012-07-30 18:55:26,7
261,8,2012-07-30 18:55:48,7
261,6,2012-07-30 21:14:37,22
263,1,2011-12-29 01:51:52,7
263,8,2011-12-29 19:16:43,7
263,6,2011-12-30 17:01:38,7
264,1,2011-03-09 22:27:13,7
264,8,2011-03-11 17:05:59,22
264,6,2011-03-11 17:22:38,7
266,1,2012-06-18 18:49:00,22
266,6,2012-06-20 15:11:19,22
