CaseID,ActivityID,CompleteTimestamp,GroupID
IM0000011,1,2013-06-11 07:03:39,TEAM0002
IM0000011,3,2013-11-05 16:55:52,TEAM0003
IM0000011,1,2013-11-05 16:55:17,TEAM0002
IM0000011,3,2013-11-05 16:55:17,TEAM0002
IM0000011,0,2013-11-05 16:55:17,TEAM0002
IM0000011,3,2013-03-27 11:05:52,TEAM0002
IM0000011,1,2013-03-27 11:05:52,TEAM0002
IM0000011,3,2013-06-11 06:54:42,TEAM0003
IM0000011,0,2013-03-27 09:06:18,TEAM0003
IM0000011,0,2013-01-07 08:19:20,TEAM0001
IM0000011,2,2013-06-11 06:54:42,TEAM0003
IM0000011,2,2013-03-27 09:06:18,TEAM0003
IM0000011,1,2013-05-30 13:11:42,TEAM0002
IM0000011,0,2013-03-27 11:05:52,TEAM0002
IM0000011,0,2013-06-11 06:54:42,TEAM0003
IM0000012,1,2013-02-13 11:57:55,TEAM0002
IM0000012,0,2013-11-08 13:48:20,TEAM0002
IM0000012,5,2013-11-08 13:55:53,TEAM0003
IM0000012,3,2013-11-08 13:48:20,TEAM0002
IM0000012,4,2013-11-08 13:55:53,TEAM0003
IM0000012,1,2013-11-08 13:48:20,TEAM0002
IM0000013,1,2013-02-13 12:03:35,TEAM0002
IM0000013,4,2013-11-08 13:54:13,TEAM0003
IM0000013,1,2013-11-08 13:50:18,TEAM0002
IM0000013,0,2013-11-08 13:50:17,TEAM0002
IM0000013,3,2013-11-08 13:50:18,TEAM0002
IM0000013,5,2013-11-08 13:54:13,TEAM0003
IM0000014,1,2013-02-13 12:21:01,TEAM0002
IM0000014,1,2013-12-27 10:55:17,TEAM0002
IM0000014,10,2013-12-27 10:59:25,TEAM0003
IM0000014,4,2013-12-27 10:59:33,TEAM0003
IM0000014,3,2013-12-27 10:55:17,TEAM0002
IM0000014,1,2013-12-27 10:52:15,TEAM0002
IM0000014,0,2013-12-27 10:55:17,TEAM0002
IM0000014,1,2013-11-08 13:52:18,TEAM0002
IM0000015,1,2013-02-14 11:07:09,TEAM0002
IM0000015,0,2013-03-10 18:52:41,TEAM0003
IM0000015,6,2013-10-14 10:33:49,TEAM0002
IM0000015,3,2013-02-14 11:07:09,TEAM0002
IM0000015,3,2013-02-14 12:05:15,TEAM0003
IM0000015,0,2013-02-14 11:07:09,TEAM0002
IM0000015,3,2013-09-18 15:00:45,TEAM0003
IM0000015,2,2013-09-18 15:56:51,TEAM0003
IM0000015,0,2013-09-18 16:01:35,TEAM0003
IM0000015,3,2013-09-18 16:01:35,TEAM0003
IM0000015,1,2013-02-13 12:31:12,TEAM0002
IM0000015,6,2013-05-01 14:06:34,TEAM0003
IM0000015,4,2013-11-08 14:09:10,TEAM0003
IM0000015,1,2013-11-08 14:06:40,TEAM0002
IM0000015,3,2013-11-08 14:06:40,TEAM0002
IM0000015,0,2013-11-08 14:06:40,TEAM0002
IM0000015,5,2013-11-08 14:09:10,TEAM0003
IM0000015,6,2013-05-01 13:58:39,TEAM0003
IM0000017,1,2013-02-13 12:38:26,TEAM0002
IM0000017,5,2013-11-08 14:02:21,TEAM0003
IM0000017,4,2013-11-08 14:02:21,TEAM0003
IM0000017,0,2013-11-08 13:53:47,TEAM0002
IM0000017,3,2013-11-08 13:53:47,TEAM0002
IM0000017,1,2013-11-08 13:53:47,TEAM0002
IM0000018,1,2013-02-27 13:16:20,TEAM0002
IM0000018,4,2013-11-08 14:35:43,TEAM0003
IM0000018,1,2013-11-08 13:58:22,TEAM0002
IM0000018,3,2013-11-08 13:58:22,TEAM0002
IM0000018,0,2013-11-08 13:58:22,TEAM0002
IM0000018,5,2013-11-08 14:35:43,TEAM0003
IM0000019,2,2013-02-27 13:33:46,TEAM0003
IM0000019,1,2013-02-27 13:12:29,TEAM0002
IM0000019,3,2013-02-27 13:24:54,TEAM0003
IM0000019,3,2013-02-27 13:33:46,TEAM0003
IM0000019,3,2013-02-27 13:12:29,TEAM0002
IM0000019,1,2013-02-28 14:27:04,TEAM0002
IM0000019,0,2013-02-27 13:33:46,TEAM0003
IM0000019,3,2013-02-28 14:27:04,TEAM0002
IM0000019,0,2013-02-27 13:12:29,TEAM0002
IM0000019,3,2013-11-08 14:16:12,TEAM0002
IM0000019,1,2013-11-08 14:16:12,TEAM0002
IM0000019,4,2013-11-08 14:23:55,TEAM0003
IM0000019,5,2013-11-08 14:23:55,TEAM0003
IM0000019,0,2013-11-08 14:16:12,TEAM0002
IM0000020,3,2013-06-26 06:24:42,TEAM0003
IM0000020,7,2013-06-26 06:24:42,TEAM0003
IM0000020,6,2013-06-25 20:04:32,TEAM0005
IM0000020,1,2013-07-11 13:55:18,TEAM0002
IM0000020,0,2013-06-25 20:04:32,TEAM0005
IM0000020,0,2013-11-08 14:17:19,TEAM0002
IM0000020,3,2013-11-08 14:17:20,TEAM0002
IM0000020,1,2013-11-08 14:17:20,TEAM0002
IM0000020,4,2013-11-08 14:22:06,TEAM0003
IM0000020,5,2013-11-08 14:22:06,TEAM0003
IM0000020,0,2013-06-26 06:24:42,TEAM0003
IM0000020,6,2013-04-10 12:28:28,TEAM0005
IM0000020,2,2013-06-26 06:24:42,TEAM0003
IM0000020,3,2013-06-25 20:04:32,TEAM0005
IM0000021,1,2013-02-27 13:26:40,TEAM0002
IM0000021,5,2013-02-27 14:07:07,TEAM0003
IM0000021,1,2013-02-27 14:00:13,TEAM0002
IM0000021,0,2013-02-27 14:00:13,TEAM0002
IM0000021,3,2013-02-27 14:00:13,TEAM0002
IM0000021,4,2013-02-27 14:07:07,TEAM0003
IM0000022,4,2013-11-14 13:33:36,TEAM0003
IM0000022,10,2013-11-14 13:32:09,TEAM0003
IM0000022,1,2013-08-12 07:27:26,TEAM0002
IM0000022,11,2013-04-19 07:41:06,TEAM0005
IM0000022,2,2013-11-14 09:46:16,TEAM0004
IM0000022,2,2013-11-14 09:50:37,TEAM0004
IM0000022,2,2013-11-14 09:45:17,TEAM0004
IM0000022,2,2013-08-12 07:58:04,TEAM0003
IM0000022,2,2013-08-12 11:51:04,TEAM0003
IM0000022,2,2013-03-11 08:25:03,TEAM0003
IM0000022,0,2013-10-21 11:21:18,TEAM0003
IM0000022,0,2013-10-21 11:22:45,TEAM0003
IM0000022,3,2013-10-21 11:21:18,TEAM0003
IM0000022,1,2013-03-05 08:35:03,TEAM0002
IM0000022,2,2013-03-07 09:44:13,TEAM0003
IM0000022,3,2013-08-12 07:58:04,TEAM0003
IM0000022,2,2013-03-05 14:48:17,TEAM0003
IM0000022,3,2013-03-01 12:53:38,TEAM0003
IM0000022,0,2013-03-04 10:50:50,TEAM0003
IM0000022,3,2013-10-21 11:22:45,TEAM0003
IM0000022,3,2013-04-29 13:58:22,TEAM0003
IM0000022,2,2013-01-09 08:34:35,TEAM0003
IM0000022,2,2013-03-04 10:50:50,TEAM0003
IM0000022,3,2013-03-05 08:36:09,TEAM0002
IM0000022,2,2013-10-23 09:28:58,TEAM0004
IM0000022,0,2013-08-12 07:27:26,TEAM0002
IM0000022,3,2013-03-01 12:49:21,TEAM0005
IM0000022,1,2013-03-05 08:36:09,TEAM0002
IM0000022,0,2013-04-29 13:58:22,TEAM0003
IM0000022,11,2013-03-28 15:24:58,TEAM0005
IM0000022,3,2013-03-05 14:13:38,TEAM0003
IM0000022,2,2013-04-29 13:58:22,TEAM0003
IM0000022,0,2013-03-07 09:44:13,TEAM0003
IM0000022,2,2013-01-07 15:49:40,TEAM0003
IM0000022,3,2013-08-12 07:27:26,TEAM0002
IM0000022,3,2013-04-19 07:41:06,TEAM0005
IM0000022,11,2013-03-01 12:49:21,TEAM0005
IM0000022,3,2013-03-04 10:50:50,TEAM0003
IM0000022,0,2013-03-01 12:49:21,TEAM0005
IM0000022,3,2013-03-07 09:44:13,TEAM0003
IM0000022,0,2013-03-05 08:36:09,TEAM0002
IM0000022,0,2013-04-19 07:41:06,TEAM0005
IM0000022,6,2013-04-29 14:29:09,TEAM9999
IM0000022,3,2013-04-19 07:52:43,TEAM0003
IM0000023,4,2013-12-12 10:24:45,TEAM0006
IM0000023,5,2013-12-12 10:24:45,TEAM0006
IM0000024,3,2013-05-01 14:03:57,TEAM0003
IM0000024,6,2013-05-29 14:00:40,TEAM9999
IM0000024,2,2013-02-13 14:07:33,TEAM0003
IM0000024,6,2013-05-01 14:03:57,TEAM0003
IM0000024,1,2013-06-03 06:58:17,TEAM9999
IM0000024,0,2013-01-07 08:25:05,TEAM0001
IM0000024,0,2013-05-01 14:03:57,TEAM0003
IM0000024,3,2013-11-08 14:39:58,TEAM0002
IM0000024,1,2013-11-08 14:39:58,TEAM0002
IM0000024,0,2013-11-08 14:39:58,TEAM0002
IM0000024,5,2013-11-08 14:58:04,TEAM0003
IM0000024,4,2013-11-08 14:58:04,TEAM0003
IM0000024,2,2013-01-24 15:57:07,TEAM0003
IM0000028,7,2013-08-12 12:54:28,TEAM0007
IM0000028,2,2013-04-17 15:09:33,TEAM0007
IM0000028,1,2013-03-01 13:02:40,TEAM0007
IM0000028,12,2013-08-15 13:45:21,TEAM0007
IM0000028,4,2013-12-20 11:31:09,TEAM0007
IM0000028,5,2013-12-20 11:31:09,TEAM0007
IM0000028,2,2013-06-19 10:22:05,TEAM0007
IM0000028,7,2013-03-01 13:02:40,TEAM0007
IM0000028,12,2013-09-09 15:27:00,TEAM0007
IM0000028,12,2013-08-12 12:54:28,TEAM0007
IM0000028,12,2013-08-15 13:46:06,TEAM0007
IM0000028,13,2013-03-01 13:02:40,TEAM0007
IM0000028,14,2013-11-11 17:02:35,TEAM0007
IM0000031,3,2013-02-25 12:01:35,TEAM0003
IM0000031,6,2013-05-16 12:07:31,TEAM0004
IM0000031,6,2013-02-25 12:01:35,TEAM0003
IM0000031,0,2013-02-25 12:01:35,TEAM0003
IM0000031,3,2013-05-16 08:14:41,TEAM0005
IM0000031,5,2013-10-30 08:45:53,TEAM0003
IM0000031,4,2013-10-30 08:45:53,TEAM0003
IM0000031,8,2013-02-25 12:01:35,TEAM0003
IM0000031,0,2013-05-16 08:14:41,TEAM0005
IM0000031,11,2013-05-10 15:00:00,TEAM0005
IM0000031,3,2013-04-30 06:22:15,TEAM9999
IM0000031,3,2013-02-22 13:02:00,TEAM0003
IM0000031,0,2013-02-22 10:10:25,TEAM0005
IM0000031,2,2013-05-16 12:02:33,TEAM0004
IM0000031,6,2013-07-31 08:19:21,TEAM9999
IM0000031,11,2013-02-22 10:10:25,TEAM0005
IM0000031,6,2013-02-11 15:08:15,TEAM0003
IM0000031,0,2013-05-16 12:07:31,TEAM0004
IM0000031,11,2013-05-16 08:14:41,TEAM0005
IM0000033,4,2013-11-30 10:39:10,TEAM0008
IM0000034,4,2013-03-01 13:01:47,TEAM0003
IM0000034,0,2013-03-01 13:00:06,TEAM0002
IM0000034,5,2013-03-01 13:01:47,TEAM0003
IM0000034,3,2013-03-01 13:00:06,TEAM0002
IM0000034,1,2013-03-01 13:00:06,TEAM0002
IM0000035,11,2013-03-01 12:50:30,TEAM0005
IM0000035,13,2013-04-02 11:45:51,TEAM0003
IM0000035,2,2013-03-04 10:48:55,TEAM0003
IM0000035,4,2013-11-14 09:49:59,TEAM0004
IM0000035,5,2013-11-14 09:49:59,TEAM0004
IM0000035,0,2013-03-04 10:48:55,TEAM0003
IM0000035,0,2013-04-29 13:59:20,TEAM0003
IM0000035,2,2013-09-12 15:00:01,TEAM0003
IM0000035,7,2013-09-12 15:00:42,TEAM0003
IM0000035,3,2013-09-12 14:48:13,TEAM0003
IM0000035,2,2013-04-10 13:03:50,TEAM0003
IM0000035,6,2013-04-29 14:29:33,TEAM9999
IM0000035,6,2013-03-06 08:28:39,TEAM9999
IM0000035,3,2013-03-04 10:48:55,TEAM0003
IM0000035,2,2013-04-02 11:45:36,TEAM0003
IM0000035,3,2013-03-01 12:56:15,TEAM0003
IM0000035,1,2013-02-26 08:26:07,TEAM0002
IM0000035,1,2013-03-18 11:00:41,TEAM0002
IM0000035,3,2013-03-18 11:00:41,TEAM0002
IM0000035,2,2013-02-26 07:06:58,TEAM0003
IM0000035,3,2013-04-29 13:59:20,TEAM0003
IM0000035,1,2013-03-18 11:02:21,TEAM0002
IM0000035,7,2013-04-02 11:45:51,TEAM0003
IM0000035,1,2013-07-22 07:07:52,TEAM0002
IM0000035,2,2013-04-29 13:59:20,TEAM0003
IM0000035,3,2013-03-01 12:50:30,TEAM0005
IM0000035,0,2013-09-12 09:46:35,TEAM0002
IM0000035,1,2013-09-12 09:46:35,TEAM0002
IM0000035,3,2013-09-12 12:08:32,TEAM0003
IM0000035,3,2013-09-12 09:46:35,TEAM0002
IM0000035,0,2013-03-01 12:50:30,TEAM0005
IM0000035,3,2013-03-18 11:08:56,TEAM0003
IM0000035,0,2013-03-18 11:00:41,TEAM0002
IM0000038,2,2013-02-08 10:10:55,TEAM0003
IM0000038,12,2013-02-14 15:29:59,TEAM0003
IM0000038,6,2013-02-06 14:36:34,TEAM0003
IM0000038,2,2013-01-16 09:42:24,TEAM0003
IM0000038,2,2013-08-06 12:18:52,TEAM0003
IM0000038,13,2013-06-17 12:42:19,TEAM0003
IM0000038,2,2013-01-15 15:06:12,TEAM0003
IM0000038,12,2013-03-13 15:35:20,TEAM0003
IM0000038,2,2013-08-12 12:02:43,TEAM0003
IM0000038,14,2013-07-09 06:14:22,TEAM0003
IM0000038,15,2013-01-15 14:36:33,TEAM9999
IM0000038,12,2013-01-15 16:17:52,TEAM0003
IM0000038,12,2013-03-13 07:09:42,TEAM0003
IM0000038,16,2013-06-17 12:42:19,TEAM0003
IM0000038,6,2013-10-07 15:31:24,TEAM0003
IM0000038,6,2013-10-16 11:59:52,TEAM0009
IM0000038,6,2013-05-07 10:20:26,TEAM0003
IM0000038,16,2013-06-18 09:57:26,TEAM0003
IM0000038,7,2013-10-08 08:46:19,TEAM0003
IM0000038,2,2013-10-08 08:46:19,TEAM0003
IM0000038,0,2013-10-08 08:46:19,TEAM0003
IM0000038,3,2013-10-08 08:46:19,TEAM0003
IM0000038,7,2013-01-15 16:45:47,TEAM0003
IM0000038,3,2013-01-15 15:06:12,TEAM0003
IM0000038,0,2013-01-29 08:36:42,TEAM0003
IM0000038,7,2013-06-17 12:42:19,TEAM0003
IM0000038,6,2013-02-07 13:19:05,TEAM0003
IM0000038,2,2013-04-02 13:12:37,TEAM0003
IM0000038,2,2013-01-15 16:03:24,TEAM0003
IM0000038,6,2013-02-04 09:15:06,TEAM0003
IM0000038,14,2013-07-08 13:16:17,TEAM0003
IM0000041,1,2013-03-01 14:10:53,TEAM0002
IM0000041,7,2013-01-23 10:39:35,TEAM0003
IM0000041,3,2013-01-23 10:39:35,TEAM0003
IM0000041,3,2013-01-23 08:51:58,TEAM0003
IM0000041,0,2013-01-23 10:39:35,TEAM0003
IM0000041,6,2013-01-23 10:39:35,TEAM0003
IM0000041,15,2013-01-22 15:38:22,TEAM0002
IM0000041,3,2013-01-23 07:08:48,TEAM0003
IM0000041,3,2013-11-08 14:42:25,TEAM0002
IM0000041,1,2013-11-08 14:42:25,TEAM0002
IM0000041,0,2013-11-08 14:42:25,TEAM0002
IM0000041,5,2013-11-08 14:55:30,TEAM0003
IM0000041,4,2013-11-08 14:55:30,TEAM0003
IM0000041,1,2013-01-23 11:49:14,TEAM0002
IM0000042,3,2013-02-27 11:51:30,TEAM0003
IM0000042,15,2013-01-23 13:39:34,TEAM0002
IM0000042,1,2013-03-25 11:38:18,TEAM0002
IM0000042,2,2013-02-19 06:17:53,TEAM0003
IM0000042,3,2013-01-23 16:16:17,TEAM0003
IM0000042,3,2013-03-04 13:00:43,TEAM0003
IM0000042,2,2013-03-12 13:54:23,TEAM0007
IM0000042,12,2013-02-07 17:00:06,TEAM0003
IM0000042,3,2013-02-14 14:58:05,TEAM0003
IM0000042,0,2013-02-18 14:53:55,TEAM9999
IM0000042,3,2013-02-19 06:17:53,TEAM0003
IM0000042,0,2013-03-05 11:29:46,TEAM9999
IM0000042,1,2013-03-13 12:34:26,TEAM9999
IM0000042,1,2013-02-19 09:03:07,TEAM0002
IM0000042,2,2013-02-28 08:58:25,TEAM0003
IM0000042,0,2013-03-12 13:54:23,TEAM0007
IM0000042,3,2013-02-18 14:53:55,TEAM9999
IM0000042,0,2013-02-19 09:03:07,TEAM0002
IM0000042,7,2013-01-23 16:15:44,TEAM0003
IM0000042,2,2013-03-05 12:03:32,TEAM0010
IM0000042,1,2013-02-18 14:53:56,TEAM9999
IM0000042,3,2013-03-25 11:38:18,TEAM0002
IM0000042,12,2013-02-11 15:42:43,TEAM0003
IM0000042,3,2013-02-19 09:03:07,TEAM0002
IM0000042,2,2013-03-05 11:29:46,TEAM9999
IM0000042,2,2013-03-04 13:00:43,TEAM0003
IM0000042,1,2013-02-19 09:53:03,TEAM0002
IM0000042,3,2013-02-19 09:47:27,TEAM0003
IM0000042,3,2013-02-19 07:20:24,TEAM0003
IM0000042,6,2013-02-19 07:20:24,TEAM0003
IM0000042,0,2013-02-19 07:20:24,TEAM0003
IM0000042,3,2013-02-27 11:14:13,TEAM0002
IM0000042,12,2013-01-28 15:53:33,TEAM0003
IM0000042,12,2013-02-14 14:58:05,TEAM0003
IM0000042,9,2013-01-24 10:24:10,TEAM0003
IM0000042,0,2013-02-19 09:47:27,TEAM0003
IM0000042,3,2013-01-24 10:24:10,TEAM0003
IM0000042,3,2013-03-05 12:03:32,TEAM0010
IM0000042,1,2013-02-27 11:14:13,TEAM0002
IM0000042,7,2013-03-05 11:29:46,TEAM9999
IM0000042,3,2013-02-28 08:58:25,TEAM0003
IM0000042,3,2013-03-05 15:43:35,TEAM0007
IM0000042,3,2013-02-27 12:33:45,TEAM0003
IM0000042,0,2013-03-04 13:00:43,TEAM0003
IM0000042,0,2013-03-05 07:31:24,TEAM0010
IM0000042,1,2013-11-08 15:11:43,TEAM0002
IM0000042,0,2013-11-08 15:11:43,TEAM0002
IM0000042,3,2013-11-08 15:11:43,TEAM0002
IM0000042,6,2013-04-29 12:57:03,TEAM9999
IM0000042,12,2013-02-27 12:33:45,TEAM0003
IM0000042,3,2013-03-12 13:54:23,TEAM0007
IM0000042,5,2013-11-08 15:22:20,TEAM0003
IM0000042,4,2013-11-08 15:22:20,TEAM0003
IM0000042,0,2013-03-05 12:03:32,TEAM0010
IM0000042,3,2013-03-05 11:55:34,TEAM0010
IM0000042,1,2013-02-14 15:23:24,TEAM0002
IM0000042,0,2013-02-27 11:14:13,TEAM0002
IM0000042,0,2013-02-14 14:58:05,TEAM0003
IM0000042,2,2013-03-05 07:31:24,TEAM0010
IM0000045,3,2013-02-14 15:04:39,TEAM0005
IM0000045,15,2013-01-30 15:37:14,TEAM9999
IM0000045,3,2013-02-04 07:55:19,TEAM0003
IM0000045,6,2013-02-07 15:20:50,TEAM0005
IM0000045,6,2013-04-10 12:23:02,TEAM0005
IM0000045,3,2013-01-31 12:14:08,TEAM0005
IM0000045,3,2013-06-04 12:15:08,TEAM0011
IM0000045,0,2013-02-14 15:04:39,TEAM0005
IM0000045,3,2013-01-31 06:48:21,TEAM0003
IM0000045,3,2013-04-10 12:23:02,TEAM0005
IM0000045,0,2013-10-09 13:20:25,TEAM0012
IM0000045,3,2013-10-09 13:20:25,TEAM0012
IM0000045,2,2013-10-09 13:20:25,TEAM0012
IM0000045,3,2013-03-19 15:05:25,TEAM0011
IM0000045,3,2013-04-05 12:08:01,TEAM0012
IM0000045,6,2013-10-23 09:12:52,TEAM0011
IM0000045,0,2013-01-31 06:48:21,TEAM0003
IM0000045,3,2013-02-04 08:31:59,TEAM0012
IM0000045,6,2013-07-12 11:41:24,TEAM9999
IM0000045,0,2013-01-31 12:14:08,TEAM0005
IM0000045,0,2013-02-07 15:20:49,TEAM0005
IM0000045,2,2013-01-31 13:49:56,TEAM0003
IM0000045,1,2013-02-04 07:52:20,TEAM0003
IM0000045,9,2013-03-19 15:32:14,TEAM0011
IM0000045,3,2013-02-07 15:20:50,TEAM0005
IM0000045,7,2013-01-31 06:48:51,TEAM0003
IM0000045,0,2013-02-04 07:55:19,TEAM0003
IM0000045,6,2013-01-31 12:14:08,TEAM0005
IM0000045,7,2013-01-30 16:11:47,TEAM0003
IM0000045,2,2013-01-31 06:48:21,TEAM0003
IM0000045,3,2013-01-30 16:11:34,TEAM0003
IM0000045,7,2013-08-27 08:43:13,TEAM0011
IM0000045,3,2013-01-31 13:00:15,TEAM0003
IM0000046,2,2013-02-01 12:43:21,TEAM0003
IM0000046,2,2013-02-05 10:32:36,TEAM9999
IM0000046,3,2013-02-01 12:48:42,TEAM0003
IM0000046,7,2013-02-01 12:48:42,TEAM0003
IM0000046,2,2013-10-21 11:16:09,TEAM0003
IM0000046,2,2013-02-05 08:22:56,TEAM9999
IM0000046,0,2013-10-09 13:21:27,TEAM0012
IM0000046,3,2013-10-09 13:21:27,TEAM0012
IM0000046,2,2013-10-09 13:21:27,TEAM0012
IM0000046,0,2013-02-01 12:48:42,TEAM0003
IM0000046,3,2013-02-01 08:06:56,TEAM0003
IM0000046,7,2013-02-01 08:06:56,TEAM0003
IM0000046,7,2013-02-01 09:46:33,TEAM0003
IM0000046,6,2013-07-12 12:00:59,TEAM9999
IM0000046,15,2013-01-31 16:27:22,TEAM0008
IM0000047,2,2013-02-04 13:47:21,TEAM0003
IM0000047,3,2013-02-04 14:21:48,TEAM0003
IM0000047,1,2013-02-04 15:06:56,TEAM0002
IM0000047,7,2013-02-04 13:42:43,TEAM0003
IM0000047,15,2013-02-04 13:38:29,TEAM9999
IM0000047,2,2013-02-04 14:21:48,TEAM0003
IM0000047,3,2013-11-12 11:46:11,TEAM0003
IM0000047,0,2013-11-12 11:46:11,TEAM0003
IM0000047,2,2013-11-12 11:46:11,TEAM0003
IM0000047,1,2013-04-29 12:17:07,TEAM9999
IM0000047,6,2013-11-12 12:38:51,TEAM0002
IM0000047,3,2013-02-04 13:42:43,TEAM0003
IM0000047,2,2013-02-04 13:42:43,TEAM0003
IM0000047,3,2013-11-08 15:18:55,TEAM0002
IM0000047,0,2013-11-08 15:18:55,TEAM0002
IM0000047,2,2013-11-08 15:24:11,TEAM0003
IM0000047,3,2013-11-08 15:24:11,TEAM0003
IM0000047,1,2013-02-13 11:14:33,TEAM0002
IM0000047,0,2013-02-04 14:21:48,TEAM0003
IM0000047,1,2013-09-18 14:35:45,TEAM0002
IM0000048,7,2013-02-06 13:10:52,TEAM9999
IM0000048,3,2013-02-06 13:10:52,TEAM9999
IM0000048,2,2013-02-06 15:15:03,TEAM9999
IM0000048,6,2013-10-17 13:54:33,TEAM0013
IM0000048,6,2013-10-17 12:22:44,TEAM0013
IM0000048,17,2013-10-17 12:22:44,TEAM0013
IM0000048,3,2013-10-17 12:22:44,TEAM0013
IM0000048,13,2013-02-06 13:10:52,TEAM9999
IM0000048,2,2013-02-06 15:22:49,TEAM9999
IM0000048,2,2013-02-06 13:10:52,TEAM9999
IM0000048,4,2013-10-17 14:00:31,TEAM0013
IM0000048,5,2013-02-06 15:23:11,TEAM9999
IM0000048,15,2013-02-06 13:07:45,TEAM9999
IM0000048,18,2013-02-06 13:10:52,TEAM9999
IM0000048,4,2013-02-06 15:23:11,TEAM9999
IM0000049,6,2013-05-15 11:22:01,TEAM0014
IM0000049,3,2013-07-05 10:48:14,TEAM0015
IM0000049,3,2013-05-14 12:25:23,TEAM0016
IM0000049,3,2013-07-05 07:12:19,TEAM0017
IM0000049,0,2013-02-08 09:47:59,TEAM0017
IM0000049,2,2013-09-16 13:54:32,TEAM0015
IM0000049,0,2013-05-14 11:29:34,TEAM0014
IM0000049,8,2013-02-08 09:52:43,TEAM0017
IM0000049,6,2013-02-18 12:02:42,TEAM0015
IM0000049,0,2013-05-27 08:48:47,TEAM0014
IM0000049,7,2013-07-05 13:36:47,TEAM0015
IM0000049,3,2013-05-27 10:01:22,TEAM0015
IM0000049,2,2013-03-19 17:52:17,TEAM0015
IM0000049,0,2013-07-05 07:12:19,TEAM0017
IM0000049,6,2013-04-09 08:52:24,TEAM0017
IM0000049,2,2013-05-14 08:30:15,TEAM0015
IM0000049,3,2013-05-15 11:28:36,TEAM0015
IM0000049,0,2013-05-15 11:22:01,TEAM0014
IM0000049,6,2013-10-03 08:53:30,TEAM0015
IM0000049,6,2013-08-19 13:03:50,TEAM0017
IM0000049,0,2013-05-15 07:35:44,TEAM0016
IM0000049,6,2013-03-19 11:12:28,TEAM0017
IM0000049,6,2013-07-03 13:39:25,TEAM0015
IM0000049,2,2013-09-04 10:08:33,TEAM0015
IM0000049,0,2013-05-22 09:01:20,TEAM0015
IM0000049,6,2013-04-12 07:38:45,TEAM0015
IM0000049,7,2013-10-17 13:14:21,TEAM0015
IM0000049,6,2013-10-17 08:41:53,TEAM0015
IM0000049,3,2013-10-17 08:41:53,TEAM0015
IM0000049,0,2013-10-17 14:11:09,TEAM0015
IM0000049,2,2013-10-17 13:14:21,TEAM0015
IM0000049,3,2013-10-17 14:11:09,TEAM0015
IM0000049,3,2013-10-17 13:14:21,TEAM0015
IM0000049,2,2013-10-17 14:11:09,TEAM0015
IM0000049,3,2013-07-03 13:39:25,TEAM0015
IM0000049,3,2013-05-15 07:35:44,TEAM0016
IM0000049,2,2013-10-11 11:42:53,TEAM0015
IM0000049,6,2013-05-27 08:48:47,TEAM0014
