aseID,Activity,CompleteTimestamp,Resource
Application_42838382,W_Complete application,2016-01-02 17:34:32,User_3
Application_42838382,A_Accepted,2016-01-02 17:25:13,User_3
Application_42838382,O_Create Offer,2016-01-02 17:33:53,User_3
Application_42838382,O_Created,2016-01-02 17:33:55,User_3
Application_42838382,O_Create Offer,2016-01-02 17:34:17,User_3
Application_42838382,O_Created,2016-01-02 17:34:18,User_3
Application_42838382,O_Sent (mail and online),2016-01-02 17:34:32,User_3
Application_42838382,O_Sent (mail and online),2016-01-02 17:34:32,User_3
Application_42838382,W_Call after offers,2016-01-02 17:34:32,User_3
Application_42838382,A_Complete,2016-01-02 17:34:32,User_3
Application_42838382,O_Create Offer,2016-01-29 11:37:02,User_8
Application_42838382,O_Created,2016-01-29 11:37:03,User_8
Application_42838382,O_Sent (mail and online),2016-01-29 11:37:20,User_8
Application_42838382,A_Cancelled,2016-02-29 09:01:02,User_1
Application_42838382,O_Cancelled,2016-02-29 09:01:02,User_1
Application_42838382,O_Cancelled,2016-02-29 09:01:02,User_1
Application_42838382,O_Cancelled,2016-02-29 09:01:02,User_1
Application_180547487,A_Create Application,2016-01-01 19:04:16,User_1
Application_180547487,A_Submitted,2016-01-01 19:04:16,User_1
Application_180547487,A_Concept,2016-01-01 19:05:29,User_1
Application_180547487,W_Complete application,2016-01-02 17:34:40,User_19
Application_180547487,A_Accepted,2016-01-02 17:29:33,User_19
Application_180547487,O_Create Offer,2016-01-02 17:31:45,User_19
Application_180547487,O_Created,2016-01-02 17:31:47,User_19
Application_180547487,O_Sent (mail and online),2016-01-02 17:34:40,User_19
Application_180547487,W_Call after offers,2016-01-02 17:34:40,User_19
Application_180547487,A_Complete,2016-01-02 17:34:40,User_19
Application_180547487,W_Validate application,2016-01-12 10:31:24,User_87
Application_180547487,A_Validating,2016-01-11 13:00:37,User_117
Application_180547487,O_Returned,2016-01-11 13:00:55,User_117
Application_180547487,W_Call incomplete files,2016-01-11 14:57:26,User_100
Application_180547487,A_Incomplete,2016-01-11 14:57:26,User_100
Application_180547487,W_Validate application,2016-01-12 14:56:49,User_87
Application_180547487,A_Validating,2016-01-11 17:20:27,User_119
Application_180547487,W_Call incomplete files,2016-01-12 10:31:24,User_87
Application_180547487,A_Incomplete,2016-01-12 10:31:24,User_87
Application_180547487,W_Validate application,2016-01-12 12:58:18,User_116
Application_180547487,A_Validating,2016-01-12 12:58:18,User_116
Application_180547487,O_Accepted,2016-01-12 14:56:49,User_87
Application_180547487,A_Pending,2016-01-12 14:56:49,User_87
Application_1966208034,A_Create Application,2016-01-01 19:06:50,User_1
Application_1966208034,A_Submitted,2016-01-01 19:06:50,User_1
Application_1966208034,A_Concept,2016-01-01 19:08:20,User_1
Application_1966208034,W_Complete application,2016-01-02 17:59:33,User_19
Application_1966208034,A_Accepted,2016-01-02 17:47:16,User_19
Application_1966208034,O_Create Offer,2016-01-02 17:52:19,User_19
Application_1966208034,O_Created,2016-01-02 17:52:20,User_19
Application_1966208034,O_Sent (mail and online),2016-01-02 17:59:33,User_19
Application_1966208034,W_Call after offers,2016-01-02 17:59:33,User_19
Application_1966208034,A_Complete,2016-01-02 17:59:33,User_19
Application_1966208034,A_Cancelled,2016-02-02 09:00:21,User_1
Application_1966208034,O_Cancelled,2016-02-02 09:00:21,User_1
Application_1806387393,A_Create Application,2016-01-01 19:58:26,User_1
Application_1806387393,A_Submitted,2016-01-01 19:58:26,User_1
Application_1806387393,W_Handle leads,2016-01-02 11:39:26,User_17
Application_1806387393,W_Complete application,2016-01-04 10:34:37,User_38
Application_1806387393,A_Concept,2016-01-02 11:39:26,User_17
Application_1806387393,W_Complete application,2016-01-04 10:23:30,User_38
Application_1806387393,A_Accepted,2016-01-04 10:30:58,User_38
Application_1806387393,O_Create Offer,2016-01-04 10:34:17,User_38
Application_1806387393,O_Created,2016-01-04 10:34:19,User_38
Application_1806387393,O_Sent (mail and online),2016-01-04 10:34:37,User_38
Application_1806387393,W_Call after offers,2016-01-04 10:34:37,User_38
Application_1806387393,A_Complete,2016-01-04 10:34:37,User_38
Application_1806387393,W_Validate application,2016-01-11 15:19:39,User_95
Application_1806387393,A_Validating,2016-01-08 11:59:14,User_117
Application_1806387393,O_Returned,2016-01-08 11:59:28,User_117
Application_1806387393,A_Denied,2016-01-11 15:19:39,User_95
Application_1806387393,O_Refused,2016-01-11 15:19:39,User_95
Application_1111870538,A_Create Application,2016-01-01 21:13:17,User_1
Application_1111870538,A_Submitted,2016-01-01 21:13:17,User_1
Application_1111870538,A_Concept,2016-01-01 21:13:53,User_1
Application_1111870538,W_Complete application,2016-01-04 10:29:34,User_43
Application_1111870538,A_Accepted,2016-01-04 10:13:22,User_43
Application_1111870538,O_Create Offer,2016-01-04 10:17:42,User_43
Application_1111870538,O_Created,2016-01-04 10:17:43,User_43
Application_1111870538,O_Sent (mail and online),2016-01-04 10:29:34,User_43
Application_1111870538,W_Call after offers,2016-01-04 10:29:34,User_43
Application_1111870538,A_Complete,2016-01-04 10:29:34,User_43
Application_1111870538,A_Cancelled,2016-01-08 11:59:40,User_8
Application_1111870538,O_Cancelled,2016-01-08 11:59:40,User_8
Application_1017492916,A_Create Application,2016-01-01 21:18:43,User_1
Application_1017492916,A_Submitted,2016-01-01 21:18:44,User_1
Application_1017492916,A_Concept,2016-01-01 21:19:56,User_1
Application_1017492916,W_Complete application,2016-01-02 16:49:25,User_17
Application_1017492916,A_Accepted,2016-01-02 17:34:21,User_38
Application_1017492916,O_Create Offer,2016-01-02 17:40:18,User_38
Application_1017492916,O_Created,2016-01-02 17:40:19,User_38
Application_1017492916,O_Sent (mail and online),2016-01-02 17:40:31,User_38
Application_1017492916,W_Call after offers,2016-01-02 17:40:31,User_38
Application_1017492916,A_Complete,2016-01-02 17:40:31,User_38
Application_1017492916,A_Cancelled,2016-02-02 09:00:27,User_1
Application_1017492916,O_Cancelled,2016-02-02 09:00:27,User_1
Application_2082119944,A_Create Application,2016-01-01 23:14:25,User_1
Application_2082119944,A_Submitted,2016-01-01 23:14:25,User_1
Application_2082119944,A_Concept,2016-01-01 23:16:02,User_1
Application_2082119944,W_Complete application,2016-01-04 10:11:25,User_16
Application_2082119944,A_Accepted,2016-01-04 10:08:23,User_16
Application_2082119944,O_Create Offer,2016-01-04 10:10:26,User_16
Application_2082119944,O_Created,2016-01-04 10:10:28,User_16
Application_2082119944,O_Sent (mail and online),2016-01-04 10:11:25,User_16
Application_2082119944,W_Call after offers,2016-01-04 10:11:25,User_16
Application_2082119944,A_Complete,2016-01-04 10:11:25,User_16
Application_2082119944,W_Validate application,2016-01-14 10:20:43,User_113
Application_2082119944,A_Validating,2016-01-14 10:20:44,User_113
Application_2082119944,O_Returned,2016-01-14 10:21:28,User_113
Application_2082119944,O_Accepted,2016-01-14 16:38:04,User_115
Application_2082119944,A_Pending,2016-01-14 16:38:04,User_115
Application_758985626,A_Create Application,2016-01-01 23:24:12,User_1
Application_758985626,A_Submitted,2016-01-01 23:24:12,User_1
Application_758985626,A_Concept,2016-01-01 23:25:01,User_1
Application_758985626,W_Complete application,2016-01-04 10:13:50,User_15
Application_758985626,A_Accepted,2016-01-06 10:47:28,User_21
Application_758985626,O_Create Offer,2016-01-06 10:57:43,User_21
Application_758985626,O_Created,2016-01-06 10:57:44,User_21
Application_758985626,O_Sent (mail and online),2016-01-06 10:58:00,User_21
Application_758985626,W_Call after offers,2016-01-06 10:58:00,User_21
Application_758985626,A_Complete,2016-01-06 10:58:00,User_21
Application_758985626,W_Validate application,2016-01-22 12:00:58,User_113
Application_758985626,A_Validating,2016-01-22 12:00:59,User_113
Application_758985626,O_Returned,2016-01-22 12:03:54,User_113
Application_758985626,W_Call incomplete files,2016-01-25 13:47:40,User_75
Application_758985626,A_Incomplete,2016-01-25 13:47:40,User_75
Application_758985626,O_Accepted,2016-02-22 12:14:16,User_68
Application_758985626,A_Pending,2016-02-22 12:14:16,User_68
Application_1018615109,A_Create Application,2016-01-01 23:57:30,User_1
Application_1018615109,A_Submitted,2016-01-01 23:57:30,User_1
Application_1018615109,A_Concept,2016-01-01 23:58:53,User_1
Application_1018615109,W_Complete application,2016-01-04 10:30:54,User_15
Application_1018615109,A_Accepted,2016-01-04 10:24:43,User_15
Application_1018615109,O_Create Offer,2016-01-04 10:29:35,User_15
Application_1018615109,O_Created,2016-01-04 10:29:36,User_15
Application_1018615109,O_Create Offer,2016-01-04 10:30:35,User_15
Application_1018615109,O_Created,2016-01-04 10:30:36,User_15
Application_1018615109,O_Sent (mail and online),2016-01-04 10:30:54,User_15
Application_1018615109,O_Sent (mail and online),2016-01-04 10:30:54,User_15
Application_1018615109,W_Call after offers,2016-01-04 10:30:54,User_15
Application_1018615109,A_Complete,2016-01-04 10:30:54,User_15
Application_1018615109,W_Validate application,2016-01-13 12:24:28,User_116
Application_1018615109,A_Validating,2016-01-13 12:24:28,User_116
Application_1018615109,O_Returned,2016-01-13 12:26:28,User_116
Application_1018615109,W_Call incomplete files,2016-01-13 13:45:42,User_100
Application_1018615109,A_Incomplete,2016-01-13 13:45:42,User_100
Application_1018615109,O_Accepted,2016-01-22 09:55:33,User_119
Application_1018615109,A_Pending,2016-01-22 09:55:33,User_119
Application_1018615109,O_Cancelled,2016-01-22 09:55:33,User_119
Application_319587802,A_Create Application,2016-01-02 03:08:49,User_1
Application_319587802,A_Submitted,2016-01-02 03:08:49,User_1
Application_319587802,W_Handle leads,2016-01-02 11:43:10,User_17
Application_319587802,W_Complete application,2016-01-06 19:48:10,User_108
Application_319587802,A_Concept,2016-01-02 11:43:10,User_17
Application_319587802,A_Accepted,2016-01-06 19:40:00,User_108
Application_319587802,O_Create Offer,2016-01-06 19:46:39,User_108
Application_319587802,O_Created,2016-01-06 19:46:40,User_108
Application_319587802,O_Create Offer,2016-01-06 19:47:05,User_108
Application_319587802,O_Created,2016-01-06 19:47:06,User_108
Application_319587802,O_Sent (mail and online),2016-01-06 19:48:10,User_108
Application_319587802,O_Sent (mail and online),2016-01-06 19:48:10,User_108
Application_319587802,W_Call after offers,2016-01-06 19:48:10,User_108
Application_319587802,A_Complete,2016-01-06 19:48:10,User_108
Application_319587802,O_Create Offer,2016-01-12 16:56:28,User_10
Application_319587802,O_Created,2016-01-12 16:56:29,User_10
Application_319587802,O_Sent (mail and online),2016-01-12 16:56:42,User_10
Application_319587802,W_Validate application,2016-01-25 12:13:22,User_29
Application_319587802,A_Validating,2016-01-22 11:13:44,User_113
Application_319587802,O_Returned,2016-01-22 11:13:52,User_113
Application_319587802,A_Denied,2016-01-25 12:13:22,User_29
Application_319587802,O_Refused,2016-01-25 12:13:22,User_29
Application_319587802,O_Refused,2016-01-25 12:13:22,User_29
Application_319587802,O_Refused,2016-01-25 12:13:22,User_29
Application_1846626914,A_Create Application,2016-01-02 10:57:01,User_1
Application_1846626914,A_Submitted,2016-01-02 10:57:01,User_1
Application_1846626914,A_Concept,2016-01-02 10:58:40,User_1
Application_1846626914,W_Complete application,2016-01-04 11:02:07,User_38
Application_1846626914,A_Accepted,2016-01-04 10:56:03,User_38
Application_1846626914,O_Create Offer,2016-01-04 11:01:49,User_38
Application_1846626914,O_Created,2016-01-04 11:01:50,User_38
Application_1846626914,O_Sent (mail and online),2016-01-04 11:02:07,User_38
Application_1846626914,W_Call after offers,2016-01-04 11:02:07,User_38
Application_1846626914,A_Complete,2016-01-04 11:02:07,User_38
Application_1846626914,W_Validate application,2016-01-13 10:24:48,User_116
Application_1846626914,A_Validating,2016-01-13 10:24:49,User_116
Application_1846626914,O_Returned,2016-01-13 10:28:52,User_116
Application_1846626914,W_Call incomplete files,2016-01-13 11:53:58,User_101
Application_1846626914,A_Incomplete,2016-01-13 11:53:58,User_101
Application_1846626914,O_Accepted,2016-01-13 14:28:00,User_95
Application_1846626914,A_Pending,2016-01-13 14:28:00,User_95
Application_546206358,A_Create Application,2016-01-02 10:57:03,User_1
Application_546206358,A_Submitted,2016-01-02 10:57:03,User_1
Application_546206358,A_Concept,2016-01-02 10:59:10,User_1
Application_546206358,W_Complete application,2016-01-04 10:18:10,User_89
Application_546206358,A_Accepted,2016-01-04 10:09:27,User_89
Application_546206358,O_Create Offer,2016-01-04 10:17:48,User_89
Application_546206358,O_Created,2016-01-04 10:17:49,User_89
Application_546206358,O_Sent (mail and online),2016-01-04 10:18:10,User_89
Application_546206358,W_Call after offers,2016-01-04 10:18:10,User_89
Application_546206358,A_Complete,2016-01-04 10:18:10,User_89
Application_546206358,W_Validate application,2016-01-08 10:35:59,User_117
Application_546206358,A_Validating,2016-01-08 10:36:00,User_117
Application_546206358,O_Returned,2016-01-08 10:36:50,User_117
Application_546206358,A_Denied,2016-01-11 11:39:35,User_90
Application_546206358,O_Refused,2016-01-11 11:39:35,User_90
Application_196483749,A_Create Application,2016-01-02 11:12:07,User_17
Application_196483749,W_Complete application,2016-01-02 11:19:21,User_17
Application_196483749,A_Concept,2016-01-02 11:12:07,User_17
Application_196483749,A_Accepted,2016-01-02 11:15:31,User_17
Application_196483749,O_Create Offer,2016-01-02 11:17:05,User_17
Application_196483749,O_Created,2016-01-02 11:17:08,User_17
Application_196483749,O_Sent (online only),2016-01-02 11:19:21,User_17
Application_196483749,W_Call after offers,2016-01-02 11:19:21,User_17
Application_196483749,A_Complete,2016-01-02 11:19:21,User_17
Application_196483749,O_Cancelled,2016-01-02 11:21:26,User_17
Application_196483749,O_Create Offer,2016-01-02 11:21:42,User_17
Application_196483749,O_Created,2016-01-02 11:21:43,User_17
